,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
10,Festus Ezeli,,2.7,22.0,5.2,,74.0,-1.4,0,2.6,16.4,172.0,1.5,39.0,0.438,169.0,0.286,0.063,0.327,0.582,0.438,74.0,0.479,81.0,0.531,43.0,78.0,41.0,0.0,0.0,6-11,,1120.0,Nigeria,,-4.0,,14.3,141.0,0.0,,,,0.272,,0.0,1.0,0.041,0.095,0.325,0.538,157.0,9.3,ezelife01,0,191.0,,,0,1020960,4.6,,,0,,0,1.0,23.0,,GSW,0.0,0.0,,,0.0,,15.4,313.0,0.467,23.5,63.0,169.0,0.438,74.0,0.581,10.7,0.2,255,1.5,0.066,2.9,8,9.0,52,3.6,sec,4.3,19.2,92,1.0,0.539,165,0.539,89,0.842,139,0.604,84,26,22,6-11,603,-0.7,13.0,62,1.1,82,21.0,festus-ezeli-1,262,254.0,Center,1.1,11,vanderbilt,0.0,0,,0,16.1,154,0.567,20.1,58,165,0.539,89,25.2,255,2.1,0.14
11,Draymond Green,,7.0,53.0,1.8,,25.0,-3.1,0,1.7,20.3,202.0,1.6,6.0,0.354,257.0,0.29,0.208,0.176,0.586,0.327,84.0,0.214,55.0,0.818,45.0,79.0,1.0,3.0,0.0,6-6,,1061.0,United States of America,,-4.8,,6.2,58.0,-0.9,,,,0.023,0.313,0.261,0.739,0.241,0.093,0.132,0.272,159.0,7.1,greendr01,0,227.0,,PF,0,850000.0,14.1,,,0,,0,2.0,42.0,,GSW,0.261,67.0,0.209,0.333,14.0,1.0,13.5,260.0,0.404,15.4,51.0,190.0,0.368,70.0,0.586,14.0,-0.3,230,0.6,0.028,24.2,141,3.3,35,12.7,big-ten,7.2,30.7,315,3.6,0.504,472,0.449,212,0.367,173,0.723,125,37,36,6-7,1229,5.5,8.2,79,3.5,105,26.1,draymond-green-1,601,610.0,Forward,2.7,54,michigan-state,0.284,134,0.388,52,19.8,394,0.542,16.8,112,338,0.473,160,28.2,230,7.1,0.23
12,Jae Crowder,,10.0,94.0,1.0,,17.0,-0.5,0,0.4,12.3,152.0,1.3,5.0,0.47,367.0,0.343,0.286,0.231,0.677,0.384,141.0,0.199,73.0,0.644,47.0,78.0,16.0,3.0,0.0,6-6,,1353.0,United States of America,,-0.9,,2.9,35.0,0.2,,,,0.016,0.224,0.523,0.477,0.191,0.038,0.071,0.177,128.0,10.2,crowdja01,0,392.0,,SF,0,600491.0,17.9,,,0,,0,2.4,63.0,,DAL,0.523,192.0,0.328,0.488,63.0,0.937,7.7,187.0,0.491,10.9,49.0,175.0,0.446,78.0,0.667,15.1,0.5,235,1.5,0.055,13.5,73,3.1,35,14.7,big-east,5.9,22.6,224,3.1,0.568,436,0.498,217,0.372,162,0.735,119,35,35,6-6,1153,8.8,7.0,70,4.5,93,28.8,jae-crowder-1,614,551,Forward,4.3,88,marquette,0.406,177,0.345,61,14.7,294,0.598,7.9,44,259,0.602,156,23.4,235,7.6,0.263
13,Jared Cunningham,,6.8,1.0,0.0,,0.0,-6.3,0,-4.5,8.4,2.0,0.0,0.0,0.5,14.0,0.333,0.0,0.0,0.6,0.429,6.0,0.143,2.0,1.0,2.0,8.0,0.0,0.0,0.0,6-4,,26.0,United States of America,,-1.8,,4.4,1.0,0.0,,,,0.0,1.0,0.214,0.786,0.214,0.071,0.143,0.357,3.0,14.8,cunnija01,0,16.0,,SG,0,1156320.0,11.4,,,0,,0,2.0,1.0,,DAL,0.214,3.0,0.667,0.667,2.0,1.0,6.4,3.0,0.538,11.8,2.0,11.0,0.364,4.0,0.5,29.6,0.0,195,0.0,0.033,6.0,14,2.9,12,,horizon,,17.2,64,0.5,0.454,162,0.377,61,0.198,32,0.75,24,33,12,6-9,487,,5.5,22,0.4,69,,jared-cunningham-1,171,158,Forward,1.7,14,cleveland-state,0.469,76,0.329,25,11.1,86,0.483,11.0,22,86,0.419,36,21.5,235,1.0,0.081
14,Maalik Wayns,,20.7,27.0,0.0,,0.0,-10.7,0,-5.1,3.5,6.0,0.1,0.0,0.335,88.0,0.176,0.0,0.182,0.538,0.295,26.0,0.216,19.0,0.895,17.0,27.0,1.0,1.0,0.0,6-2,,202.0,United States of America,,-5.6,,0.5,1.0,-0.4,,,,0.0,0.129,0.352,0.648,0.193,0.034,0.125,0.295,26.0,5.0,waynsma01,0,76.0,,PG,0,217301.0,14.6,,,0,,0,1.6,6.0,,TOT,0.352,31.0,0.226,0.5,7.0,1.0,2.0,7.0,0.394,13.5,15.0,57.0,0.333,19.0,0.316,25.4,-0.4,200,-0.3,-0.079,32.5,133,0.1,1,6.0,big-east,-0.5,12.0,95,0.6,0.472,391,0.414,162,0.404,158,0.892,141,29,27,6-2,975,6.5,1.7,15,3.1,78,21.1,maalik-wayns-1,510,503,Guard,1.7,28,villanova,0.386,151,0.298,45,6.6,110,0.547,15.7,87,240,0.488,117,27.9,185,3.7,0.152
15,John Henson,,6.3,31.0,3.7,,42.0,-2.9,0,-0.2,24.4,181.0,1.2,35.0,0.482,336.0,0.211,0.219,0.422,0.646,0.482,162.0,0.313,105.0,0.533,56.0,63.0,9.0,1.0,0.0,6-9,,827.0,United States of America,,-2.6,,14.5,116.0,0.6,,,,0.104,0.333,0.009,0.991,0.113,0.095,0.304,0.479,83.0,18.2,hensojo01,0,380.0,,C,0,1823280.0,5.9,,,0,,0,1.2,19.0,,MIL,0.009,3.0,0.0,0.0,0.0,,19.3,297.0,0.497,11.0,47.0,333.0,0.486,162.0,0.611,22.6,-0.2,219,1.9,0.109,8.0,44,9.6,101,9.6,acc,8.0,27.1,259,2.7,0.5,410,0.5,205,0.329,135,0.511,69,35,34,6-11,1019,1.6,9.0,89,2.3,55,24.7,john-henson-1,479,439,Forward,1.1,20,north-carolina,0.0,0,,0,17.9,348,0.505,8.7,45,410,0.5,205,23.1,220,5.0,0.195
16,Doron Lamb,,8.2,32.0,0.0,,0.0,-7.5,0,-2.3,7.4,38.0,0.2,0.0,0.411,163.0,0.313,0.25,0.375,0.5,0.368,60.0,0.209,34.0,0.588,20.0,47.0,0.0,1.0,0.0,6-4,,577.0,United States of America,,-5.2,,1.5,8.0,-0.6,,,,0.0,0.486,0.227,0.773,0.196,0.172,0.196,0.209,52.0,4.8,lambdo01,0,154.0,,SG,0,650000,13.6,,,0,,0,1.2,13.0,,TOT,0.227,37.0,0.378,0.444,14.0,0.929,4.4,46.0,0.433,12.7,26.0,126.0,0.365,46.0,0.674,15.7,-0.8,210,-0.4,-0.032,8.8,60,0.2,2,7.1,sec,-0.2,8.2,93,1.6,0.577,369,0.474,175,0.404,149,0.826,123,40,35,6-4,1249,7.2,1.5,15,4.6,72,19.2,doron-lamb-1,549,482,Guard,0.9,19,kentucky,0.442,163,0.466,76,5.1,108,0.624,9.1,44,206,0.481,99,19.7,210,6.2,0.197
17,Kevin Murphy,,6.1,2.0,0.0,,0.0,-17.6,0,-5.3,9.1,4.0,0.0,1.0,0.268,28.0,0.0,0.167,0.667,1.0,0.25,7.0,0.0,0.0,,0.0,17.0,0.0,0.0,0.0,6-5,,52.0,United States of America,,-12.4,,0.0,0.0,-0.3,,,,0.036,0.0,0.179,0.821,0.393,0.214,0.107,0.107,4.0,-4.5,murphke01,0,15.0,,,0,473604,16.5,,,0,,0,1.0,1.0,,UTA,0.179,5.0,0.2,,1.0,1.0,4.5,4.0,0.268,9.7,3.0,23.0,0.261,6.0,0.833,27.1,-0.2,185,-0.3,-0.272,16.3,76,0.7,7,-1.2,ovc,-2.7,16.7,143,0.9,0.518,538,0.444,239,0.32,172,0.721,124,33,32,6-7,1139,1.5,3.3,30,2.7,71,20.8,kevin-murphy-1,681,608.0,Guard,1.4,28,tennessee-tech,0.353,190,0.416,79,9.8,173,0.549,14.8,108,348,0.46,160,32.3,185,3.7,0.128
18,John Jenkins,,9.8,56.0,0.8,,10.0,-2.8,0,-2.3,9.6,77.0,0.6,1.0,0.536,294.0,0.426,0.474,0.381,0.667,0.446,131.0,0.238,70.0,0.843,59.0,61.0,2.0,0.0,0.0,6-4,,902.0,United States of America,,-0.5,,2.2,17.0,1.1,,,,0.003,0.283,0.469,0.531,0.231,0.065,0.071,0.163,37.0,13.0,jenkijo01,0,374.0,,SG,0,1204560,17.7,,,0,,0,0.7,12.0,,ATL,0.469,138.0,0.384,0.385,53.0,0.83,6.0,94.0,0.576,11.0,40.0,156.0,0.5,78.0,0.692,18.7,-0.2,215,1.7,0.091,8.4,42,1.0,11,9.7,sec,-0.6,9.1,85,1.1,0.62,458,0.474,217,0.334,153,0.837,128,35,35,6-4,1177,10.3,1.7,16,5.4,42,26.0,john-jenkins-1,696,579,Guard,1.5,29,vanderbilt,0.666,305,0.439,134,5.4,101,0.656,9.4,55,153,0.542,83,26.2,215,6.5,0.223
19,Will Barton,,10.4,58.0,0.8,,9.0,-5.7,0,-0.9,14.3,109.0,0.6,22.0,0.396,309.0,0.381,0.5,0.283,0.542,0.382,118.0,0.21,65.0,0.769,50.0,73.0,5.0,4.0,0.0,6-5,,894.0,United States of America,,-4.8,,4.6,36.0,-1.1,,,,0.071,0.415,0.21,0.79,0.136,0.078,0.194,0.382,56.0,9.1,bartowi01,0,295.0,,SF,0,550000.0,10.8,,,0,,0,2.0,34.0,,POR,0.21,65.0,0.138,0.333,9.0,1.0,9.4,145.0,0.437,15.1,60.0,244.0,0.447,109.0,0.633,20.4,-0.8,175,-0.5,-0.028,17.4,102,2.1,25,10.4,cusa,3.6,20.2,209,2.6,0.55,452,0.509,230,0.396,179,0.749,134,35,34,6-6,1236,6.7,7.6,70,4.6,74,26.6,will-barton-1,631,617,Guard,2.4,50,memphis,0.237,107,0.346,37,14.2,279,0.587,12.3,75,345,0.559,193,25.8,175,7.2,0.232
20,Meyers Leonard,,4.3,33.0,2.4,,38.0,-2.6,0,-0.5,17.1,175.0,0.7,53.0,0.551,277.0,0.388,0.391,0.422,0.696,0.545,151.0,0.321,89.0,0.809,72.0,69.0,9.0,1.0,0.0,7-0,,1206.0,United States of America,,-2.2,,7.6,80.0,1.8,,,,0.209,0.143,0.025,0.975,0.242,0.083,0.162,0.487,168.0,12.1,leoname01,0,377.0,,C,0,2126520.0,8.2,,,0,,0,0.5,11.0,,POR,0.025,7.0,0.429,1.0,3.0,1.0,12.3,255.0,0.596,13.4,49.0,270.0,0.548,148.0,0.872,13.9,-0.2,260,2.4,0.097,9.9,43,6.9,60,8.2,big-ten,5.4,25.9,189,1.8,0.586,291,0.584,170,0.436,127,0.732,93,32,29,7-1,1018,2.8,9.1,73,2.9,94,24.1,meyers-leonard-1,434,409,Center,0.9,15,illinois,0.038,11,0.091,1,17.1,262,0.618,16.2,68,280,0.604,169,22.0,245,4.6,0.182
