,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
21,Damian Lillard,,28.8,531.0,0.5,,19.0,0.3,0,-2.4,8.0,215.0,0.7,22.0,0.501,1288.0,0.427,0.449,0.378,0.531,0.429,553.0,0.249,321.0,0.844,271.0,82.0,82.0,3.0,0.0,6-2,,3167.0,United States of America,,2.7,,1.5,42.0,5.1,,,,0.023,0.046,0.391,0.609,0.224,0.061,0.064,0.262,172.0,16.4,lillada01,0,1562.0,,PG,0,3065040.0,16.0,,,0,,0,1.2,74.0,,POR,0.391,503.0,0.368,0.348,185.0,0.535,4.7,257.0,0.546,14.5,243.0,785.0,0.469,368.0,0.236,24.2,1.9,195,5.8,0.088,27.1,128,0.7,7,8.8,big-sky,-1.4,15.8,144,1.4,0.562,495,0.467,231,0.519,257,0.887,228,32,32,6-2,1105,10.3,1.9,17,6.7,62,34.0,damian-lillard-1,784,746.0,Guard,2.5,47,weber-state,0.465,230,0.409,94,9.0,161,0.635,10.7,74,265,0.517,137,33.0,185,8.0,0.291
22,Quincy Acy,,5.2,11.0,3.5,,15.0,0.7,0,1.3,16.6,47.0,0.4,19.0,0.567,75.0,0.4,0.5,0.5,0.651,0.56,42.0,0.507,38.0,0.816,31.0,29.0,0.0,0.0,0.0,6-7,,342.0,United States of America,,-0.6,,10.3,30.0,0.7,,,,0.267,0.5,0.027,0.973,0.267,0.053,0.08,0.573,53.0,15.9,acyqu01,0,116.0,,PF,0,665000,7.9,,,0,,0,2.0,13.0,,TOR,0.027,2.0,0.5,1.0,1.0,1.0,13.4,77.0,0.632,15.6,17.0,73.0,0.562,41.0,0.732,14.7,0.2,240,1.1,0.157,6.5,38,6.6,70,9.5,big-12,5.3,20.0,183,2.0,0.582,274,0.577,158,0.635,174,0.782,136,38,38,6-7,1130,4.2,10.9,99,3.5,117,23.5,quincy-acy-1,455,436.0,Forward,1.8,35,baylor,0.018,5,0.6,3,15.5,282,0.638,16.6,71,269,0.576,155,19.0,235,5.6,0.198
23,Terrence Ross,,7.2,53.0,0.9,,14.0,-2.9,0,-1.7,10.6,109.0,0.8,38.0,0.478,457.0,0.295,0.364,0.575,0.697,0.407,186.0,0.092,42.0,0.714,30.0,73.0,2.0,2.0,0.0,6-6,,1239.0,United States of America,,-1.3,,3.3,35.0,0.0,,,,0.094,0.291,0.429,0.571,0.245,0.072,0.088,0.166,122.0,10.4,rosste01,0,467.0,,SG,0,2563320.0,17.5,,,0,,0,1.8,43.0,,TOR,0.429,196.0,0.332,0.263,65.0,0.938,6.9,144.0,0.491,9.2,48.0,261.0,0.464,121.0,0.57,19.6,-0.3,206,0.9,0.034,9.2,49,3.0,33,6.7,pac-12,2.2,19.2,177,1.8,0.534,470,0.457,215,0.2,94,0.766,72,35,35,6-6,1088,4.5,4.7,48,3.0,99,22.3,terrence-ross-1,574,504,Guard,2.3,44,washington,0.413,194,0.371,72,11.6,225,0.558,12.0,70,276,0.518,143,25.3,195,4.9,0.178
24,Kris Joseph,,2.8,1.0,0.0,,0.0,-10.5,0,-0.9,12.9,6.0,0.1,0.0,0.143,14.0,0.0,0.0,,0.5,0.143,2.0,0.571,8.0,0.625,5.0,10.0,0.0,0.0,0.0,6-7,,54.0,Canada,,-9.6,,2.3,1.0,-0.2,,,,0.0,0.0,0.214,0.786,0.286,0.214,0.0,0.286,3.0,0.6,josepkr01,0,9.0,,SF,0,189442,14.8,,,0,,0,3.0,3.0,,TOT,0.214,3.0,0.0,,0.0,,7.7,7.0,0.257,10.2,2.0,11.0,0.182,2.0,0.5,17.0,-0.1,210,-0.1,-0.127,8.7,56,2.2,23,6.8,big-east,2.2,11.6,118,2.0,0.486,390,0.421,164,0.403,157,0.745,117,37,37,6-7,1192,4.6,5.5,56,3.0,62,19.7,kris-joseph-1,496,462.0,Forward,2.6,50,syracuse,0.379,148,0.345,51,8.6,174,0.534,10.6,55,242,0.467,113,22.5,210,5.0,0.168
25,Tyshawn Taylor,,15.9,21.0,0.0,,0.0,-7.7,0,-1.4,8.6,16.0,0.2,2.0,0.402,87.0,0.6,0.5,0.226,0.379,0.368,32.0,0.31,27.0,0.556,15.0,38.0,0.0,0.0,0.0,6-3,,221.0,United States of America,,-6.3,,1.1,2.0,-0.6,,,,0.023,0.077,0.149,0.851,0.115,0.046,0.356,0.333,25.0,6.2,tayloty01,0,85.0,,PG,0,473604,9.3,,,0,,0,3.2,13.0,,BRK,0.149,13.0,0.462,1.0,6.0,0.333,4.8,18.0,0.43,20.2,25.0,74.0,0.351,26.0,0.192,25.8,-0.3,185,-0.4,-0.077,29.7,186,0.5,6,6.0,big-12,1.0,7.5,83,2.1,0.538,474,0.477,226,0.42,199,0.688,137,39,38,6-3,1303,5.0,0.7,8,3.1,77,19.8,tyshawn-taylor-1,647,635.0,Guard,2.4,52,kansas,0.321,152,0.382,58,4.2,91,0.569,19.5,138,322,0.522,168,27.5,185,5.2,0.159
26,Dion Waiters,,18.4,183.0,0.7,,16.0,-3.2,0,-2.7,8.8,127.0,0.6,29.0,0.451,815.0,0.409,0.333,0.307,0.538,0.412,336.0,0.261,213.0,0.746,159.0,61.0,48.0,0.0,0.0,6-3,,1756.0,United States of America,,-0.5,,1.4,22.0,0.3,,,,0.04,0.177,0.249,0.751,0.243,0.063,0.108,0.337,113.0,13.7,waitedi01,0,894.0,,SG,0,3726600,12.9,,,0,,0,1.7,59.0,,CLE,0.249,203.0,0.31,0.25,63.0,0.762,4.9,149.0,0.492,11.8,121.0,612.0,0.446,273.0,0.311,26.1,-0.5,215,0.9,0.026,21.2,92,1.5,12,9.8,big-east,2.4,8.8,67,1.7,0.534,357,0.476,170,0.331,118,0.729,86,37,0,6-4,891,7.4,2.4,18,3.2,69,26.3,dion-waiters-1,467,430,Guard,4.6,67,syracuse,0.317,113,0.363,41,5.6,85,0.565,10.4,48,244,0.529,129,26.7,215,5.0,0.223
27,Tyler Zeller,,7.4,96.0,2.8,,70.0,-2.3,0,0.4,16.7,279.0,1.2,31.0,0.438,559.0,0.358,0.348,0.385,0.594,0.438,245.0,0.281,157.0,0.764,120.0,77.0,55.0,0.0,0.0,7-0,,2033.0,United States of America,,-2.7,,8.7,159.0,0.8,,,,0.066,0.0,0.007,0.993,0.345,0.118,0.195,0.335,251.0,11.0,zellety01,0,610.0,,C,0,1563120,9.9,,,0,,0,0.9,35.0,,CLE,0.007,4.0,0.0,,0.0,,12.5,438.0,0.486,13.1,95.0,555.0,0.441,245.0,0.8,15.9,-0.1,253,2.0,0.048,6.3,36,5.3,58,11.6,acc,5.1,21.9,219,2.5,0.553,398,0.553,220,0.563,224,0.808,181,38,38,7-0,1070,6.5,14.1,146,4.6,102,29.9,tyler-zeller-1,621,580.0,Forward,1.7,34,north-carolina,0.0,0,,0,17.9,365,0.616,12.6,73,398,0.553,220,24.5,250,7.1,0.265
28,Fab Melo,,0.0,0.0,4.4,,2.0,-5.8,0,1.7,9.6,3.0,0.1,1.0,0.5,6.0,,,0.0,0.6,0.5,3.0,0.667,4.0,0.25,1.0,6.0,0.0,0.0,0.0,7-0,,36.0,Brazil,,-7.5,,0.0,0.0,0.0,,,,0.167,,0.0,1.0,0.0,0.0,0.167,0.833,7.0,4.9,melofa01,0,7.0,,,0,1254720,3.0,,,0,,0,2.9,2.0,,BOS,0.0,0.0,,,0.0,,4.9,3.0,0.451,11.4,1.0,6.0,0.5,3.0,1.0,11.5,0.0,255,0.0,0.021,5.0,21,13.0,88,10.5,big-east,8.3,14.6,95,1.5,0.566,173,0.566,98,0.347,60,0.633,38,30,30,7-0,763,2.1,12.3,80,1.5,85,20.7,fab-melo-1,234,237,Center,1.2,15,syracuse,0.0,0,,0,13.5,175,0.581,17.6,43,173,0.566,98,16.5,244,3.0,0.156
29,Jared Sullinger,,6.2,35.0,1.9,,22.0,-0.6,0,0.9,22.1,172.0,1.4,9.0,0.496,225.0,0.36,0.533,0.302,0.667,0.493,111.0,0.28,63.0,0.746,47.0,45.0,5.0,1.0,0.0,6-9,,892.0,United States of America,,-1.6,,12.6,92.0,1.3,,,,0.04,0.4,0.022,0.978,0.222,0.067,0.236,0.453,154.0,13.5,sullija01,0,270.0,,PF,0,1306920,7.7,,,0,,0,1.3,22.0,,BOS,0.022,5.0,0.2,0.0,1.0,1.0,17.5,264.0,0.534,10.3,29.0,220.0,0.5,110.0,0.555,14.9,0.3,260,2.7,0.146,8.6,46,4.0,39,11.6,big-ten,5.3,25.8,224,3.0,0.538,439,0.519,228,0.519,228,0.768,175,37,36,6-9,1123,6.3,12.4,116,4.8,109,30.2,jared-sullinger-1,647,610,Forward,2.3,43,ohio-state,0.091,40,0.4,16,18.9,340,0.591,11.5,71,399,0.531,212,27.9,265,7.9,0.28
30,Diante Garrett,,31.3,31.0,0.0,,0.0,-6.2,0,-1.5,7.8,10.0,0.1,0.0,0.357,49.0,0.0,0.2,0.25,0.692,0.327,16.0,0.204,10.0,0.5,5.0,19.0,0.0,1.0,0.0,6-4,,149.0,United States of America,,-4.7,,3.7,5.0,-0.3,,,,0.0,0.267,0.306,0.694,0.082,0.102,0.245,0.265,5.0,9.0,garredi02,0,40.0,,,0,473604.0,13.2,,,0,,0,3.4,10.0,,PHO,0.306,15.0,0.2,0.0,3.0,0.667,5.7,15.0,0.375,23.1,16.0,34.0,0.382,13.0,0.615,20.7,-0.2,190,-0.2,-0.073,33.9,195,0.6,7,3.3,big-12,0.7,9.7,107,1.6,0.47,518,0.413,214,0.154,80,0.825,66,32,31,6-4,1175,2.6,1.1,12,1.9,55,18.6,diante-garrett-1,553,581.0,Guard,2.6,55,iowa-state,0.357,185,0.319,59,5.4,119,0.497,16.0,106,333,0.465,155,27.6,190,3.6,0.121
31,Kendall Marshall,,29.4,143.0,0.4,,4.0,-7.3,0,-3.2,6.3,38.0,0.2,0.0,0.447,151.0,0.267,0.857,0.167,0.586,0.371,56.0,0.093,14.0,0.571,8.0,48.0,3.0,0.0,0.0,6-4,,702.0,United States of America,,-4.1,,0.6,4.0,-0.4,,,,0.0,0.096,0.483,0.517,0.199,0.046,0.079,0.192,48.0,7.8,marshke01,0,143.0,,PG,0,1919160,17.7,,,0,,0,1.6,22.0,,PHO,0.483,73.0,0.315,0.286,23.0,0.957,3.4,42.0,0.455,26.6,57.0,78.0,0.423,33.0,0.273,13.6,-0.9,200,-0.2,-0.012,45.1,351,0.5,6,4.2,acc,0.4,7.9,88,1.8,0.529,225,0.467,105,0.351,79,0.696,55,36,35,6-4,1189,3.8,0.5,6,2.6,56,17.2,kendall-marshall-1,293,420,Guard,2.0,43,north-carolina,0.351,79,0.354,28,4.2,94,0.558,27.8,101,146,0.527,77,13.9,195,4.4,0.147
32,Andre Drummond,,4.1,30.0,6.1,,95.0,2.4,0,2.6,27.2,288.0,2.3,114.0,0.61,342.0,0.0,0.0,0.3,0.688,0.608,208.0,0.465,159.0,0.371,59.0,60.0,10.0,1.0,0.0,6-10,,1243.0,United States of America,,-0.3,,15.4,169.0,2.2,,,,0.365,0.0,0.006,0.994,0.012,0.02,0.146,0.816,144.0,21.6,drumman01,0,476.0,,C,0,2356320.0,2.2,,,0,,0,2.5,59.0,,DET,0.006,2.0,0.5,,1.0,0.0,21.2,457.0,0.578,12.2,57.0,340.0,0.609,207.0,0.623,17.2,1.4,279,4.5,0.172,3.4,15,9.9,92,6.0,big-east,5.3,17.0,143,1.5,0.538,292,0.538,157,0.301,88,0.295,26,34,30,6-10,967,0.7,14.2,114,1.4,75,21.9,andre-drummond-1,340,328,Center,1.8,28,connecticut,0.007,2,0.0,0,15.6,257,0.509,13.5,52,290,0.541,157,20.9,270,2.9,0.121
33,Kim English,,9.8,26.0,0.6,,3.0,-4.2,0,-1.6,8.4,29.0,0.2,1.0,0.438,112.0,0.364,0.333,0.143,0.6,0.375,42.0,0.259,29.0,0.724,21.0,41.0,0.0,0.0,0.0,6-6,,407.0,United States of America,,-2.5,,2.2,8.0,0.0,,,,0.009,0.42,0.446,0.554,0.196,0.027,0.063,0.268,46.0,7.9,engliki01,0,119.0,,SG,0,473604,15.9,,,0,,0,2.1,16.0,,DET,0.446,50.0,0.28,0.286,14.0,0.929,5.2,37.0,0.477,13.2,19.0,62.0,0.452,28.0,0.679,16.1,-0.2,200,0.2,0.021,8.6,56,0.9,10,8.2,big-12,1.0,13.0,118,1.3,0.64,328,0.521,171,0.366,120,0.725,87,35,35,6-6,1175,7.2,3.4,30,3.7,83,20.6,kim-english-1,507,446.0,Guard,2.3,45,missouri,0.518,170,0.459,78,8.3,148,0.658,13.3,59,158,0.589,93,20.0,200,5.0,0.171
34,Khris Middleton,,9.5,28.0,0.7,,4.0,-2.3,0,-1.5,11.4,46.0,0.3,5.0,0.489,141.0,0.333,0.647,0.4,0.655,0.44,62.0,0.227,32.0,0.844,27.0,27.0,0.0,2.0,0.0,6-7,,475.0,United States of America,,-0.9,,1.0,4.0,0.6,,,,0.035,0.689,0.319,0.681,0.213,0.121,0.142,0.206,53.0,11.4,middlkh01,0,165.0,,SF,0,473604.0,14.7,,,0,,0,1.7,15.0,,DET,0.319,45.0,0.311,0.387,14.0,1.0,6.1,50.0,0.532,6.6,11.0,96.0,0.5,48.0,0.625,15.9,0.0,222,0.9,0.089,20.0,45,1.0,5,4.5,big-12,1.9,17.1,73,0.9,0.455,246,0.415,102,0.211,52,0.75,39,20,17,6-7,575,2.6,5.4,26,0.7,37,18.9,khris-middleton-1,263,251,Forward,2.1,19,texas-am,0.313,77,0.26,20,11.0,99,0.486,13.7,43,169,0.485,82,29.7,217,1.6,0.114
35,Kyle Singler,,5.3,77.0,1.3,,37.0,-1.9,0,-0.7,11.3,221.0,1.2,11.0,0.483,642.0,0.396,0.352,0.221,0.626,0.428,275.0,0.193,124.0,0.806,100.0,82.0,74.0,3.0,0.0,6-8,,2293.0,United States of America,,-1.2,,5.4,109.0,1.1,,,,0.019,0.46,0.312,0.688,0.15,0.084,0.134,0.321,217.0,10.0,singlky01,0,720.0,,,0,1000000,12.9,,,0,,0,1.3,57.0,,DET,0.312,200.0,0.35,0.359,70.0,0.986,8.3,330.0,0.517,12.3,98.0,442.0,0.464,205.0,0.693,15.8,0.1,228,2.3,0.048,8.8,60,0.8,12,6.8,acc,2.2,13.3,165,2.5,0.491,509,0.43,219,0.305,155,0.806,125,37,37,6-8,1286,4.6,8.0,88,3.7,98,20.0,kyle-singler-1,625,598.0,Forward,1.5,34,duke,0.379,193,0.321,62,10.8,253,0.536,10.7,70,316,0.497,157,24.7,230,6.1,0.191
36,Maurice Harkless,,3.9,50.0,2.4,,62.0,-1.0,0,0.7,12.2,213.0,1.7,68.0,0.489,564.0,0.118,0.25,0.284,0.63,0.461,260.0,0.227,128.0,0.57,73.0,76.0,59.0,2.0,0.0,6-7,,1974.0,United States of America,,-1.8,,7.0,122.0,0.7,,,,0.137,0.675,0.207,0.793,0.06,0.05,0.131,0.551,144.0,12.5,harklma01,0,625.0,,SF,0,1731960.0,8.5,,,0,,0,2.3,88.0,,ORL,0.207,117.0,0.274,0.291,32.0,0.969,9.6,335.0,0.504,10.0,69.0,447.0,0.51,228.0,0.623,15.9,0.5,220,2.4,0.059,9.6,47,4.2,45,3.4,big-east,2.0,20.3,188,1.3,0.472,427,0.452,193,0.326,139,0.676,94,32,32,6-8,1155,1.4,8.4,88,1.8,74,21.1,maurice-harkless-1,497,476,Guard,2.6,51,st-johns-ny,0.185,79,0.215,17,14.0,276,0.504,14.0,80,348,0.506,176,24.9,208,3.2,0.109
37,DeQuan Jones,,3.0,16.0,2.1,,22.0,-6.1,0,-1.1,12.4,88.0,0.4,22.0,0.456,218.0,0.465,0.2,0.225,0.635,0.436,95.0,0.234,51.0,0.667,34.0,63.0,17.0,0.0,0.0,6-8,,803.0,United States of America,,-5.1,,2.4,17.0,-0.3,,,,0.119,0.286,0.161,0.839,0.197,0.069,0.183,0.39,55.0,8.4,jonesde01,0,233.0,,SF,0,473504,10.4,,,0,,0,1.2,19.0,,ORL,0.161,35.0,0.257,0.4,9.0,1.0,7.4,105.0,0.485,11.1,30.0,183.0,0.47,86.0,0.709,15.3,-0.8,221,0.1,0.007,4.8,9,3.1,11,0.6,acc,1.5,17.4,54.0,0.6,0.46,113,0.451,51,0.442,50,0.62,31,23,2.0,6-8,398,-0.9,8.6,29.0,0.5,38.0,16.1,dequan-jones-1,135,132.0,Guard,2.0,13,miami-fl,0.071,8,0.25,2,12.8,83,0.494,13.3,21,105,0.467,49,20.8,221,1.1,0.106
38,Andrew Nicholson,,6.1,44.0,2.0,,32.0,-4.4,0,-1.6,17.1,189.0,0.8,24.0,0.527,486.0,0.453,0.466,0.497,0.698,0.527,256.0,0.193,94.0,0.798,75.0,75.0,28.0,0.0,0.0,6-9,,1249.0,Canada,,-2.8,,6.2,69.0,0.9,,,,0.051,,0.0,1.0,0.331,0.119,0.311,0.239,133.0,15.1,nichoan01,0,587.0,,,0,1418160,10.2,,,0,,0,1.0,24.0,,ORL,0.0,0.0,,,0.0,,11.7,258.0,0.557,13.0,79.0,486.0,0.527,256.0,0.664,22.1,-0.8,250,1.7,0.065,9.4,33,7.3,63,8.6,atlantic-10,3.0,25.1,186,1.7,0.601,385,0.571,220,0.429,165,0.776,128,32,32,6-9,962,5.7,11.1,83,4.0,90,31.6,andrew-nicholson-1,591,515.0,Forward,1.3,21,st-bonaventure,0.138,53,0.434,23,18.1,269,0.638,14.7,80,332,0.593,197,29.5,240,5.8,0.24
39,Darius Miller,,9.3,44.0,1.4,,12.0,-2.2,0,0.0,12.2,70.0,0.3,1.0,0.509,108.0,0.5,0.25,0.278,0.667,0.407,44.0,0.074,8.0,1.0,8.0,52.0,2.0,0.0,0.0,6-6,,694.0,United States of America,,-2.2,,1.3,8.0,0.2,,,,0.009,0.411,0.519,0.481,0.13,0.074,0.167,0.111,89.0,6.3,milleda01,0,118.0,,SF,0,473604,17.3,,,0,,0,1.3,17.0,,NOH,0.519,56.0,0.393,0.304,22.0,0.955,6.7,78.0,0.529,17.1,23.0,52.0,0.423,22.0,0.682,9.0,0.0,225,0.5,0.034,14.4,82,1.2,13,8.1,sec,1.5,7.9,74,1.6,0.566,302,0.474,143,0.228,69,0.797,55,40,11,6-8,1043,6.6,4.3,36,2.9,87,18.1,darius-miller-1,397,384.0,Guard,1.9,33,kentucky,0.493,149,0.376,56,6.2,110,0.593,14.8,58,153,0.569,87,19.2,225,4.5,0.173
40,Austin Rivers,,13.9,127.0,0.5,,9.0,-5.6,0,-2.0,8.0,93.0,0.1,0.0,0.408,390.0,0.278,0.389,0.306,0.488,0.372,145.0,0.277,108.0,0.546,59.0,61.0,26.0,1.0,0.0,6-3,,1418.0,United States of America,,-3.6,,1.3,16.0,-1.2,,,,0.0,0.279,0.221,0.779,0.092,0.092,0.285,0.31,122.0,5.9,riverau01,0,377.0,,SG,0,2238360.0,11.0,,,0,,0,1.0,26.0,,NOH,0.221,86.0,0.326,0.375,28.0,0.964,4.6,109.0,0.431,14.5,74.0,304.0,0.385,117.0,0.171,16.8,-1.3,200,-1.1,-0.038,13.0,71,0.1,1,3.7,acc,0.0,10.0,94,1.0,0.505,402,0.433,174,0.458,184,0.658,121,34,33,6-4,1129,3.7,2.2,21,2.4,76,16.9,austin-rivers-1,527,488,Guard,1.7,33,duke,0.396,159,0.365,58,6.0,115,0.538,13.9,79,243,0.477,116,25.2,200,3.5,0.124
41,Henry Sims,,0.0,0.0,0.0,,0.0,-9.1,0,-13.2,0.0,0.0,0.0,0.0,0.667,3.0,,,,0.667,0.667,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,6-10,,5.0,United States of America,,4.1,,46.8,2.0,0.0,,,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,29.2,simshe01,0,4.0,,,0,,1.3,,,0,,0,0.0,0.0,,NOH,0.0,0.0,,,0.0,,23.8,2.0,0.667,25.0,1.0,3.0,0.667,2.0,0.0,37.2,0.0,248,0.0,0.061,27.3,114,5.6,45,7.5,big-east,5.9,18.5,138,2.0,0.462,286,0.462,132,0.587,168,0.708,119,33,33,6-10,908,1.5,8.6,60,1.9,90,21.7,henry-sims-1,383,419.0,Center,1.5,21,georgetown,0.003,1,0.0,0,13.7,198,0.524,20.3,93,285,0.463,132,27.3,245,3.9,0.174
42,Ben Hansbrough,,16.1,21.0,0.7,,2.0,-4.4,0,-0.4,8.8,16.0,0.3,0.0,0.4,45.0,0.143,0.5,0.0,0.6,0.333,15.0,0.6,27.0,0.778,21.0,28.0,0.0,1.0,0.0,6-3,,200.0,United States of America,,-4.0,,1.1,2.0,-0.1,,,,0.0,0.13,0.511,0.489,0.156,0.089,0.022,0.222,23.0,7.2,hansbbe01,0,57.0,,PG,0,473604,18.5,,,0,,0,1.9,7.0,,IND,0.511,23.0,0.261,0.667,6.0,1.0,5.0,18.0,0.501,24.0,18.0,22.0,0.409,9.0,0.111,17.1,-0.1,203,0.2,0.044,26.8,145.0,0.3,4.0,10.3,big-east,0.7,9.6,106.0,1.4,0.586,405.0,0.479,194.0,0.454,184.0,0.815,150.0,34.0,34.0,6-3,1202.0,9.6,2.6,25.0,5.1,88.0,24.8,ben-hansbrough-1,625.0,589.0,Guard,2.1,41.0,notre-dame,0.494,200.0,0.435,87.0,6.3,131.0,0.635,14.1,81.0,205.0,0.522,107.0,25.4,203,6.4,0.214
43,Orlando Johnson,,12.5,47.0,1.1,,9.0,-1.2,0,0.1,15.9,90.0,1.0,3.0,0.5,180.0,0.304,0.091,0.364,0.585,0.4,72.0,0.178,32.0,0.719,23.0,51.0,0.0,1.0,0.0,6-5,,619.0,United States of America,,-1.2,,3.7,20.0,0.5,,,,0.022,0.287,0.522,0.478,0.128,0.061,0.061,0.228,51.0,11.4,johnsor01,0,203.0,,SG,0,550000,17.3,,,0,,0,0.9,11.0,,IND,0.522,94.0,0.383,0.333,36.0,0.833,9.9,110.0,0.523,13.0,29.0,86.0,0.419,36.0,0.389,16.4,0.1,220,1.5,0.115,19.0,91.0,2.4,23.0,4.6,big-west,-0.8,13.8,127.0,1.2,0.527,459.0,0.451,207.0,0.397,182.0,0.698,127.0,31.0,31.0,6-5,1067.0,5.4,5.8,52.0,4.0,57.0,26.0,orlando-johnson-1,611.0,569.0,Guard,2.0,34.0,california-santa-barbara,0.357,164.0,0.427,70.0,9.9,179.0,0.56,12.2,76.0,295.0,0.464,137.0,30.5,205,5.2,0.194
44,Miles Plumlee,,5.7,2.0,4.0,,3.0,-7.8,0,-0.6,19.9,10.0,0.1,2.0,0.238,21.0,0.0,0.0,0.222,0.429,0.238,5.0,0.19,4.0,0.75,3.0,14.0,0.0,0.0,0.0,6-11,,55.0,United States of America,,-7.1,,24.8,12.0,-0.1,,,,0.143,,0.0,1.0,0.048,0.19,0.429,0.333,5.0,8.8,plumlmi01,0,13.0,,C,0,1073280,7.4,,,0,,0,0.0,0.0,,IND,0.0,0.0,,,0.0,,22.3,22.0,0.286,11.6,3.0,21.0,0.238,5.0,0.4,21.4,-0.1,249,0.0,-0.015,5.1,18,4.2,32,7.5,acc,3.7,24.6,143,1.2,0.61,146,0.61,89,0.521,76,0.632,48,34,16,6-10,697,3.8,16.6,99,1.9,78,21.8,miles-plumlee-1,226,247.0,Forward,1.5,18,duke,0.0,0,,0,20.6,242,0.621,18.7,42,146,0.61,89,16.1,245,3.1,0.177
