,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
10,Lazar Hayward,,10.3,28,1.3,,7,-3.6,0,-1.9,12.8,47,0.2,0,0.412,154,0.444,0.222,0.294,0.545,0.357,55,0.273,42,0.786,33,42,0,2,0,6-6,,419,United States of America,,-1.7,,5.9,23,0.1,,,,0.0,0.167,0.39,0.61,0.117,0.058,0.221,0.214,44,10.8,haywala01,0,160,,SF,0,1020960,14.9,,,0,,0,1.4,12,,MIN,0.39,60,0.283,0.3,17,1.0,9.3,70,0.464,9.9,19,94,0.404,38,0.579,19.5,-0.2,225,0.3,0.035,11.2,52,1.7,18,,big-east,,21.3,184,2.2,0.495,514,0.432,222,0.247,127,0.843,107,34,34,6-6,1097,,8.2,72,3.2,115,,lazar-hayward-1,616,563.0,Forward,3.6,64,marquette,0.362,186,0.349,65,14.7,256,0.536,10.4,67,328,0.479,157,31.6,225,5.4,0.198
11,Dominique Jones,,20.8,19,1.7,,3,-3.4,0,1.7,15.9,19,0.2,0,0.311,45,0.333,0.333,0.429,0.25,0.311,14,0.378,17,0.824,14,18,0,1,0,6-4,,135,United States of America,,-5.1,,5.4,6,-0.2,,,,0.022,0.75,0.089,0.911,0.133,0.2,0.311,0.267,7,10.6,jonesdo02,0,42,,PG,0,1110120,10.6,,,0,,0,1.9,5,,DAL,0.089,4,0.0,0.0,0,,10.8,25,0.4,16.0,10,41,0.341,14,0.357,21.7,0.0,215,0.0,0.007,24.4,120,1.6,19,,big-east,,14.9,164,1.9,0.503,493,0.45,222,0.572,282,0.741,209,33,33,6-4,1224,,3.6,37,4.3,93,,dominique-jones-1,705,669.0,Guard,2.8,56,south-florida,0.339,167,0.311,52,9.4,201,0.562,13.4,97,326,0.521,170,30.8,205,6.2,0.204
12,Xavier Henry,,5.0,18,0.5,,3,-6.0,0,-2.1,6.4,28,0.3,4,0.413,160,0.362,0.364,0.409,0.61,0.406,65,0.325,52,0.635,33,38,16,0,0,6-6,,527,Belgium,,-3.9,,2.0,9,-0.1,,,,0.038,0.235,0.106,0.894,0.431,0.069,0.138,0.256,48,7.0,henryxa01,0,165,,SF,0,2020200.0,13.5,,,0,,0,1.1,11,,MEM,0.106,17,0.118,0.0,2,1.0,4.2,37,0.451,6.6,13,143,0.441,63,0.619,16.8,-0.5,220,0.2,0.021,9.8,53,1.8,18,,big-12,,11.5,114,2.1,0.555,354,0.458,162,0.325,115,0.783,90,36,36,6-6,990,,5.2,43,2.8,66,,xavier-henry-1,483,430.0,Guard,3.1,54,kansas,0.466,165,0.418,69,8.6,157,0.591,14.4,69,189,0.492,93,23.4,220,4.9,0.197
13,Greivis Vásquez,,25.3,151,0.4,,4,-4.6,0,-2.2,8.6,61,0.7,1,0.461,233,0.357,0.429,0.367,0.763,0.408,95,0.189,44,0.773,34,70,1,4,0,6-6,,860,Venezuela,,-2.3,,1.7,12,-0.1,,,,0.004,0.093,0.369,0.631,0.12,0.09,0.258,0.163,83,9.4,vasqugr01,0,249,,PG,0,1035960,15.4,,,0,,0,1.3,22,,MEM,0.369,86,0.291,0.125,25,0.8,5.1,73,0.493,21.7,70,147,0.476,70,0.171,16.9,-0.6,217,0.5,0.03,35.2,208,1.0,12,,acc,,10.2,115,1.9,0.496,513,0.429,220,0.314,161,0.857,138,33,32,6-6,1120,,3.8,38,4.0,69,,greivis-vasquez-1,647,671.0,Guard,2.8,56,maryland,0.374,192,0.359,69,7.2,153,0.549,15.8,111,321,0.47,151,30.2,200,5.8,0.208
14,Paul George,,8.3,65,1.5,,26,0.0,0,1.2,16.3,187,1.9,33,0.505,395,0.475,0.439,0.368,0.655,0.453,179,0.256,101,0.762,77,61,19,0,0,6-8,,1265,United States of America,,-1.2,,3.3,37,0.5,,,,0.096,0.297,0.349,0.651,0.149,0.104,0.096,0.301,127,13.0,georgpa01,0,476,,SF,0,2238360.0,14.0,,,0,,0,2.5,62,,IND,0.349,138,0.297,0.317,41,0.854,9.8,224,0.542,13.7,70,257,0.537,138,0.362,17.8,0.6,220,2.4,0.091,22.4,88,2.9,24,,wac,,18.8,155,1.8,0.506,363,0.424,154,0.364,132,0.909,120,29,29,6-7,962,,6.7,55,2.3,84,,paul-george-1,487,469.0,Forward,4.0,64,fresno-state,0.46,167,0.353,59,12.8,210,0.572,18.1,94,196,0.485,95,27.9,210,4.2,0.173
15,Lance Stephenson,,28.3,21,0.0,,0,-8.1,0,-0.7,16.3,17,0.1,0,0.333,39,0.385,0.5,0.333,0.385,0.333,13,0.359,14,0.786,11,12,0,1,0,6-6,,115,United States of America,,-7.4,,1.0,1,-0.4,,,,0.0,0.2,0.128,0.872,0.333,0.051,0.154,0.333,14,5.5,stephla01,0,37,,SG,0,750000,12.7,,,0,,0,1.8,4,,IND,0.128,5,0.0,0.0,0,,8.7,18,0.41,26.2,16,34,0.382,13,0.077,23.5,-0.2,230,-0.2,-0.093,19.1,84,0.7,6,,big-east,,14.0,119,1.3,0.462,368,0.44,162,0.323,119,0.664,79,34,32,6-5,960,,7.3,63,1.4,66,,lance-stephenson-1,419,413.0,Forward,1.9,31,cincinnati,0.198,73,0.219,16,10.6,182,0.493,16.0,81,295,0.495,146,26.2,210,2.8,0.116
16,Jeremy Evans,,8.5,24.0,3.0,,17.0,1.2,0,0.2,16.1,61.0,0.4,49.0,0.661,115.0,0.625,0.333,0.5,0.763,0.661,76.0,0.322,37.0,0.703,26.0,49.0,3.0,0.0,0.0,6-9,,463.0,United States of America,,1.0,,9.3,36.0,1.2,,,,0.461,0.0,0.009,0.991,0.07,0.104,0.157,0.661,50.0,18.8,evansje01,0,178.0,,SF,0,473604,4.9,,,0,,0,1.9,17.0,,UTA,0.009,1.0,0.0,,0.0,,12.6,97.0,0.678,12.6,19.0,114.0,0.667,76.0,0.789,14.9,0.4,200,1.6,0.167,5.9,25,7.2,61,,sun-belt,,17.8,134,1.6,0.656,211,0.649,137,0.441,93,0.688,64,34,34,6-9,901,,13.5,101,3.2,98,,jeremy-evans-1,341,332.0,Forward,1.9,28,western-kentucky,0.057,12,0.25,3,15.6,235,0.668,12.4,36,199,0.673,134,16.8,196,4.9,0.217
17,Derrick Favors,,4.2,39,3.5,,68,-2.1,0,0.0,19.1,241,1.4,82,0.517,416,0.242,0.342,0.371,0.646,0.517,215,0.416,173,0.595,103,78,27,0,0,6-9,,1535,United States of America,,-2.1,,12.9,171,1.5,,,,0.219,,0.0,1.0,0.079,0.091,0.252,0.577,246,13.8,favorde01,0,533,,C,0,4133280.0,4.9,,,0,,0,1.0,29,,TOT,0.0,0,,,0,,16.0,412,0.542,13.5,77,416,0.517,215,0.619,17.1,0.0,265,2.9,0.091,7.9,37,7.9,74,,acc,,19.9,195,2.5,0.611,293,0.611,179,0.488,143,0.629,90,36,35,6-10,989,,12.6,108,2.3,94,,derrick-favors-1,448,420.0,Forward,1.8,32,georgia-tech,0.003,1,0.0,0,16.5,303,0.621,20.0,90,292,0.613,179,21.8,246,4.8,0.195
18,Gordon Hayward,,10.2,81,1.3,,19,-2.8,0,-1.4,9.8,98,0.4,17,0.544,293,0.389,0.438,0.333,0.64,0.485,142,0.331,97,0.711,69,72,17,0,0,6-7,,1218,United States of America,,-1.4,,4.0,41,0.8,,,,0.068,0.392,0.253,0.747,0.307,0.055,0.082,0.304,106,10.7,haywago01,0,388,,PF,0,2356320.0,13.8,,,0,,0,1.3,30,,UTA,0.253,74,0.473,0.517,35,0.971,6.9,139,0.578,17.3,70,219,0.489,107,0.682,15.3,-0.2,207,1.2,0.048,12.1,62,2.8,30,,horizon,,23.4,233,3.0,0.527,373,0.464,173,0.579,216,0.829,179,37,37,6-8,1239,,7.6,72,4.0,78,,gordon-hayward-1,572,549.0,Forward,2.0,40,butler,0.429,160,0.294,47,15.8,305,0.601,15.2,85,213,0.592,126,24.7,207,6.9,0.224
19,DeMarcus Cousins,,14.7,204,2.1,,68,-1.4,0,1.5,24.4,482,2.9,54,0.432,1004,0.395,0.328,0.323,0.633,0.43,432,0.4,402,0.687,276,81,62,1,0,6-11,,2309,United States of America,,-2.9,,10.4,217,-1.9,,,,0.061,0.167,0.018,0.982,0.214,0.116,0.349,0.304,332,14.6,couside01,0,1143,,C,0,3374640,8.4,,,0,,0,1.9,85,,SAC,0.018,18,0.167,0.0,3,0.667,17.2,699,0.484,18.5,268,986,0.435,429,0.375,27.2,0.4,270,1.1,0.022,9.2,38,7.5,67,,sec,,24.8,220,2.7,0.56,369,0.558,206,0.726,268,0.604,162,38,37,6-11,893,,19.8,154,3.8,122,,demarcus-cousins-1,575,555.0,Forward,2.4,37,kentucky,0.016,6,0.167,1,22.5,374,0.579,13.6,78,363,0.565,205,30.5,270,6.5,0.29
20,Hassan Whiteside,,0.0,0,0.0,,0,-6.5,0,0.0,0.0,0,0.0,0,,0,,,,,,0,,0,,0,1,0,0,0,7-0,,2,United States of America,,-6.5,,0.0,0,0.0,,,,,,,,,,,,2,-17.9,whiteha01,0,0,,C,0,730437.0,,,,0,,0,0.0,0,,SAC,,0,,,0,,0.0,0,,,0,0,,0,,0.0,0.0,235,0.0,0.007,2.2,10,18.8,182,,cusa,,23.8,211,2.5,0.528,319,0.524,167,0.586,187,0.588,110,34,23,7-0,889,,11.9,92,2.0,82,,hassan-whiteside-1,447,411.0,Center,1.2,19,marshall,0.016,5,0.6,3,18.3,303,0.548,13.6,64,314,0.522,164,25.8,235,4.5,0.2
21,Solomon Alabi,,4.6,2,2.6,,2,-8.2,0,0.0,14.4,7,0.0,2,0.2,15,0.0,0.0,0.167,1.0,0.2,3,0.133,2,0.0,0,12,0,0,0,7-1,,59,Nigeria,,-8.2,,13.7,7,-0.2,,,,0.133,,0.0,1.0,0.133,0.333,0.4,0.133,5,2.0,alabiso01,0,6,,C,0,770000,9.0,,,0,,0,1.8,2,,TOR,0.0,0,,,0,,14.1,14,0.189,15.9,3,15,0.2,3,0.0,14.3,-0.1,251,-0.2,-0.142,4.4,16,10.4,75,,acc,,15.7,119,2.1,0.534,249,0.534,133,0.546,136,0.794,108,32,32,7-1,820,,11.6,79,2.2,75,,solomon-alabi-1,374,343.0,Center,1.4,20,florida-state,0.0,0,,0,13.8,198,0.596,16.3,61,249,0.534,133,22.8,251,4.3,0.21
22,Ed Davis,,3.8,40,3.2,,67,0.3,0,0.5,22.3,294,1.1,56,0.576,373,0.389,0.354,0.521,0.667,0.576,215,0.343,128,0.555,71,65,17,0,0,6-9,,1602,United States of America,,-0.1,,12.1,168,2.9,,,,0.172,,0.0,1.0,0.048,0.129,0.252,0.571,183,15.8,davised01,0,501,,C,0,1919160.0,4.8,,,0,,0,1.3,39,,TOR,0.0,0,,,0,,17.1,462,0.583,10.1,48,373,0.576,215,0.642,13.3,0.9,225,4.0,0.119,6.8,22,9.5,64,,acc,,24.2,154,1.3,0.578,192,0.578,111,0.688,132,0.659,87,23,23,6-10,641,,10.8,66,1.8,42,,ed-davis-1,309,282.0,Forward,0.9,10,north-carolina,0.0,0,,0,17.6,220,0.607,15.3,46,192,0.578,111,21.5,225,3.1,0.194
