,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
23,Craig Brackins,,4.6,1,0.0,,0,-11.5,0,-3.7,7.0,2,0.0,0,0.25,16,0.6,,0.0,0.5,0.25,4,0.0,0,,0,3,0,0,0,6-10,,33,United States of America,,-7.8,,7.0,2,-0.1,,,,0.0,0.2,0.313,0.688,0.313,0.0,0.25,0.125,3,0.1,brackcr01,0,8,,PF,0,1306920,15.9,,,0,,0,1.6,1,,PHI,0.313,5,0.0,0.0,0,,7.0,4,0.25,0.0,0,11,0.364,4,0.75,22.3,-0.1,230,-0.1,-0.154,13.1,69,3.3,38,,big-12,,19.4,206,1.8,0.45,457,0.42,192,0.337,154,0.76,117,32,32,6-10,1124,,6.6,67,2.2,64,,craig-brackins-1,528,508.0,Forward,1.3,25,iowa-state,0.19,87,0.31,27,13.2,273,0.498,11.4,68,370,0.446,165,26.1,230,4.0,0.143
24,Evan Turner,,13.4,159,0.6,,14,-2.4,0,0.7,16.9,264,2.2,12,0.439,529,0.387,0.366,0.356,0.663,0.425,225,0.236,125,0.808,101,78,14,2,0,6-6,,1797,United States of America,,-3.1,,2.7,42,0.0,,,,0.023,0.341,0.083,0.917,0.318,0.233,0.17,0.197,138,10.8,turneev01,0,565,,PG,0,4602720.0,12.6,,,0,,0,1.4,49,,PHI,0.083,44,0.318,0.4,14,0.714,9.8,306,0.484,12.0,80,485,0.435,211,0.498,17.0,-0.2,220,2.3,0.06,37.5,185,2.9,28,,big-ten,,23.5,222,2.8,0.54,457,0.519,237,0.4,183,0.754,138,31,31,6-7,1108,,7.3,62,4.0,86,,evan-turner-1,632,682.0,Guard,3.0,54,ohio-state,0.12,55,0.364,20,15.9,284,0.581,20.0,136,402,0.54,217,33.1,210,6.8,0.247
25,Al-Farouq Aminu,,6.4,60,1.3,,25,-3.0,0,0.1,15.4,192,1.4,27,0.45,406,0.204,0.067,0.423,0.578,0.394,160,0.293,119,0.773,92,81,14,1,0,6-8,,1452,United States of America,,-3.1,,6.1,75,-0.8,,,,0.081,0.385,0.352,0.648,0.121,0.037,0.175,0.315,121,9.6,aminual01,0,457,,PF,0,2563320.0,13.0,,,0,,0,2.1,59,,LAC,0.352,143,0.315,0.291,45,0.978,10.8,267,0.499,18.3,103,263,0.437,115,0.443,17.3,-0.4,220,0.7,0.022,9.1,41,4.5,44,,acc,,20.5,199,2.2,0.471,374,0.447,167,0.532,199,0.698,139,31,30,6-9,970,,14.6,133,2.0,91,,al-farouq-aminu-1,491,488.0,Forward,2.6,44,wake-forest,0.176,66,0.273,18,17.6,332,0.524,17.4,99,308,0.484,149,27.5,215,4.3,0.176
26,Eric Bledsoe,,24.2,289,1.1,,26,-2.0,0,0.6,9.8,155,1.6,12,0.457,486,0.378,0.393,0.333,0.61,0.424,206,0.274,133,0.744,99,81,25,3,0,6-1,,1841,United States of America,,-2.6,,4.4,68,-1.3,,,,0.033,0.328,0.239,0.761,0.169,0.058,0.198,0.337,130,10.8,bledser01,0,543,,PG,0,1485000.0,11.9,,,0,,0,2.6,92,,LAC,0.239,116,0.276,0.237,32,0.875,7.1,223,0.499,26.3,194,370,0.47,174,0.253,17.9,0.0,205,0.3,0.008,16.8,107,1.1,12,,sec,,8.5,95,2.1,0.54,312,0.462,144,0.394,123,0.667,82,37,35,6-1,1122,,1.9,19,1.5,82,,eric-bledsoe-1,419,405.0,Guard,2.6,52,kentucky,0.41,128,0.383,49,5.5,114,0.566,23.2,112,184,0.516,95,20.4,190,3.5,0.126
27,Willie Warren,,30.4,27,0.0,,0,-4.5,0,-2.5,9.5,11,0.1,0,0.443,35,0.5,0.667,0.333,0.333,0.371,13,0.229,8,0.75,6,19,0,0,0,6-4,,134,United States of America,,-2.0,,0.9,1,0.1,,,,0.0,0.133,0.429,0.571,0.057,0.086,0.343,0.086,16,10.8,warrewi01,0,37,,PG,0,500000,15.5,,,0,,0,2.3,6,,LAC,0.429,15,0.333,0.5,5,0.6,5.2,12,0.48,17.2,8,20,0.4,8,0.25,15.5,-0.1,203,0.2,0.065,27.8,86,0.2,1,,big-12,,9.5,55,0.2,0.5,242,0.438,106,0.525,127,0.795,101,21,19,6-4,678,,2.3,14,1.4,48,,willie-warren-1,343,344.0,Guard,1.8,21,oklahoma,0.401,97,0.309,30,5.9,69,0.567,20.9,80,145,0.524,76,28.7,199,1.7,0.099
28,Trevor Booker,,5.2,35,3.0,,42,-0.7,0,0.3,17.0,153,0.8,46,0.549,253,0.161,0.143,0.476,0.708,0.549,139,0.399,101,0.673,68,65,14,0,0,6-8,,1063,United States of America,,-1.0,,10.2,98,1.8,,,,0.206,1.0,0.004,0.996,0.123,0.055,0.249,0.569,115,15.3,booketr01,0,346,,PF,0,1204560,5.3,,,0,,0,1.4,29,,WAS,0.004,1,0.0,0.0,0,,13.5,251,0.582,11.3,38,252,0.552,139,0.583,13.9,0.3,228,2.6,0.119,17.4,81,4.6,45,,acc,,20.4,179,2.5,0.533,361,0.521,188,0.474,171,0.591,101,32,32,6-7,984,,10.1,89,3.0,63,,trevor-booker-1,486,482.0,Forward,2.5,43,clemson,0.094,34,0.265,9,15.2,268,0.549,12.3,62,327,0.547,179,24.6,240,5.5,0.223
29,Jordan Crawford,,19.8,117,0.2,,3,-3.8,0,-2.5,8.6,74,0.5,11,0.417,500,0.388,0.397,0.351,0.581,0.384,192,0.168,84,0.869,73,42,18,1,0,6-4,,1027,United States of America,,-1.4,,3.4,31,-1.0,,,,0.022,0.352,0.256,0.744,0.268,0.156,0.148,0.172,63,11.8,crawfjo02,0,490,,SG,0,1042320,14.9,,,0,,0,2.0,39,,TOT,0.256,128,0.258,0.289,33,0.788,5.9,105,0.456,13.4,83,372,0.427,159,0.176,27.0,-0.5,195,-0.6,-0.026,20.1,101.0,0.6,7.0,,atlantic-10,,12.0,132.0,1.8,0.532,563.0,0.462,260.0,0.274,154.0,0.773,119.0,35.0,34.0,6-4,1147.0,,3.4,34.0,4.1,57.0,,jordan-crawford-1,718.0,654.0,Guard,2.4,47.0,xavier,0.359,202.0,0.391,79.0,7.9,166.0,0.564,11.8,85.0,361.0,0.501,181.0,30.8,195,5.9,0.207
30,John Wall,,36.0,574,1.0,,35,-0.2,0,-0.2,12.8,282,1.9,26,0.427,972,0.316,0.308,0.261,0.605,0.409,398,0.404,393,0.766,301,69,64,6,0,6-4,,2606,United States of America,,0.0,,1.5,35,0.3,,,,0.028,0.113,0.118,0.882,0.251,0.12,0.146,0.364,175,15.8,walljo01,0,1131,,PG,0,5144280,11.0,,,0,,0,2.4,121,,WAS,0.118,115,0.296,0.385,34,0.765,6.9,317,0.494,18.6,261,857,0.425,364,0.223,23.8,1.2,210,2.2,0.041,34.8,241,1.5,19,,sec,,10.1,129,2.6,0.503,438,0.461,202,0.53,232,0.754,175,37,37,6-4,1288,,2.7,30,3.7,72,,john-wall-1,616,669.0,Guard,2.9,66,kentucky,0.26,114,0.325,37,6.6,159,0.562,21.4,149,324,0.509,165,25.7,195,6.3,0.196
31,Greg Monroe,,7.5,105,1.6,,45,2.5,0,1.0,20.4,353,1.9,27,0.551,550,0.19,0.269,0.295,0.649,0.551,303,0.424,233,0.622,145,80,48,1,0,6-11,,2222,United States of America,,1.4,,13.0,248,4.7,,,,0.055,0.0,0.002,0.998,0.038,0.047,0.173,0.74,196,18.0,monrogr01,0,751,,C,0,2798040,3.1,,,0,,0,2.3,93,,DET,0.002,1,0.0,,0,,16.5,601,0.575,11.0,81,549,0.552,303,0.568,15.4,2.5,265,6.6,0.143,22.4,128,4.9,52,,big-east,,25.2,254,2.3,0.534,385,0.525,202,0.543,209,0.66,138,34,34,6-11,1164,,8.6,74,3.2,87,,greg-monroe-1,549,574.0,Center,2.2,42,georgetown,0.07,27,0.259,7,17.5,328,0.567,18.8,112,358,0.545,195,26.7,247,5.5,0.189
32,Avery Bradley,,11.9,12,0.0,,0,-9.7,0,0.0,9.3,13,0.3,4,0.343,67,0.219,0.2,0.25,0.667,0.343,23,0.179,12,0.5,6,31,0,0,0,6-3,,162,United States of America,,-9.6,,3.2,4,-0.8,,,,0.06,0.2,0.075,0.925,0.478,0.075,0.06,0.313,20,2.2,bradlav01,0,52,,SG,0,1418160.0,13.1,,,0,,0,3.0,9,,BOS,0.075,5,0.0,0.0,0,,6.5,17,0.36,18.1,16,62,0.371,23,0.391,26.1,-0.3,180,-0.5,-0.139,12.4,71,1.6,18,,big-12,,6.6,65,1.6,0.489,368,0.432,159,0.179,66,0.545,36,34,32,6-2,1003,,3.5,33,1.6,80,,avery-bradley-1,396,374.0,Guard,2.4,44,texas,0.304,112,0.375,42,5.1,98,0.496,11.5,52,256,0.457,117,20.4,180,3.2,0.127
33,Luke Harangody,,7.6,30.0,2.0,,17.0,-2.8,0,0.0,18.9,103.0,0.7,1.0,0.422,206.0,0.47,0.368,0.0,0.532,0.383,79.0,0.126,26.0,0.731,19.0,49.0,0.0,0.0,0.0,6-8,,640.0,United States of America,,-2.8,,7.5,40.0,-0.1,,,,0.005,0.333,0.32,0.68,0.32,0.092,0.039,0.228,80.0,10.1,haranlu01,0,193.0,,,0,473604,15.8,,,0,,0,1.2,15.0,,TOT,0.32,66.0,0.242,0.182,16.0,1.0,13.2,143.0,0.444,6.9,16.0,140.0,0.45,63.0,0.841,16.8,-0.1,246,0.6,0.048,11.8,47,2.1,20,,big-east,,24.2,206,1.0,0.506,507,0.481,244,0.351,178,0.787,140,30,25,6-8,989,,8.3,67,4.0,70,,luke-harangody-1,653,573.0,Forward,0.9,14,notre-dame,0.16,81,0.309,25,16.4,273,0.552,8.4,54,426,0.514,219,34.6,246,5.1,0.205
34,Luke Babbitt,,6.9,6,1.2,,2,-12.0,0,-2.5,22.4,24,0.1,0,0.3,55,0.111,0.0,0.308,0.467,0.273,15,0.164,9,0.333,3,24,0,0,0,6-9,,137,United States of America,,-9.6,,5.1,6,-0.6,,,,0.0,0.188,0.291,0.709,0.164,0.036,0.236,0.273,15,1.0,babbilu01,0,36,,SF,0,1645440.0,12.8,,,0,,0,0.8,2,,POR,0.291,16,0.188,0.333,3,1.0,13.4,30,0.305,11.9,8,39,0.308,12,0.5,22.8,-0.3,225,-0.4,-0.143,11.0,72,1.9,27,,wac,,19.4,233,1.3,0.542,502,0.5,251,0.432,217,0.917,199,34,34,6-9,1260,,6.6,70,5.4,87,,luke-babbitt-1,743,697.0,Forward,1.6,35,nevada,0.201,101,0.416,42,13.4,303,0.614,11.8,81,401,0.521,209,26.8,225,6.7,0.213
35,Armon Johnson,,28.1,45,0.3,,1,-6.8,0,-2.4,11.5,25,0.2,0,0.48,101,0.263,0.625,0.485,0.517,0.455,46,0.218,22,0.591,13,38,0,1,0,6-3,,277,United States of America,,-4.4,,4.7,11,-0.4,,,,0.0,0.25,0.119,0.881,0.188,0.079,0.327,0.287,31,9.3,johnsar02,0,110,,PG,0,473604,10.4,,,0,,0,1.0,5,,POR,0.119,12,0.417,0.667,5,0.8,7.9,36,0.497,25.6,38,89,0.461,41,0.122,25.1,-0.3,195,-0.3,-0.044,30.4,189,0.9,12,,wac,,8.0,89,0.5,0.515,442,0.495,219,0.267,118,0.678,80,34,34,6-3,1172,,2.6,26,2.5,61,,armon-johnson-1,535,574.0,Guard,1.4,28,nevada,0.161,71,0.239,17,5.5,115,0.537,18.6,114,371,0.544,202,25.7,195,3.0,0.104
36,Manny Harris,,14.8,85,0.6,,7,-3.6,0,-1.1,13.2,104,0.4,4,0.433,289,0.25,0.182,0.241,0.533,0.374,108,0.322,93,0.763,71,54,15,0,0,6-5,,933,United States of America,,-2.5,,4.3,36,-0.4,,,,0.014,0.12,0.318,0.682,0.138,0.038,0.187,0.318,65,10.4,harrima01,0,321,,SG,0,473604.0,12.9,,,0,,0,1.7,31,,CLE,0.318,92,0.37,0.364,34,0.824,8.6,140,0.486,16.0,63,197,0.376,74,0.365,19.1,-0.4,185,0.0,0.002,27.7,126,1.1,11,,big-ten,,14.7,130,2.0,0.477,430,0.421,181,0.442,190,0.8,152,31,30,6-5,1120,,6.1,57,3.2,45,,manny-harris-1,562,563.0,Guard,3.2,56,michigan,0.363,156,0.308,48,10.2,187,0.54,14.5,88,274,0.485,133,30.1,185,5.2,0.186
37,Samardo Samuels,,4.2,17,2.0,,18,-5.9,0,-2.0,14.0,83,0.3,31,0.456,241,0.379,0.25,0.257,0.626,0.456,110,0.456,110,0.618,68,37,10,0,0,6-9,,701,Jamaica,,-3.9,,12.0,75,-0.3,,,,0.141,0.667,0.012,0.988,0.12,0.05,0.307,0.51,88,11.7,samuesa01,0,288,,C,0,500000,5.6,,,0,,0,1.1,15,,CLE,0.012,3,0.0,0.0,0,,13.0,158,0.498,15.5,53,238,0.462,110,0.545,22.1,-0.7,260,0.0,0.002,8.5,39,4.1,37,,big-east,,14.7,125,1.1,0.524,336,0.524,176,0.649,218,0.706,154,33,33,6-9,968,,12.2,106,3.0,87,,samardo-samuels-1,506,478.0,Forward,1.2,20,louisville,0.0,0,,0,13.4,231,0.576,15.7,82,336,0.524,176,26.2,260,4.1,0.17
38,Quincy Pondexter,,5.9,28.0,1.1,,10.0,-2.8,0,0.0,10.8,65.0,0.7,6.0,0.456,180.0,0.303,0.417,0.372,0.571,0.406,73.0,0.189,34.0,0.706,24.0,66.0,6.0,0.0,0.0,6-7,,734.0,United States of America,,-2.8,,3.8,23.0,0.2,,,,0.044,0.76,0.278,0.722,0.183,0.067,0.239,0.233,63.0,8.5,pondequ01,0,188.0,,SF,0,1073280,12.7,,,0,,0,1.3,17.0,,NOH,0.278,50.0,0.36,0.368,18.0,0.944,7.3,88.0,0.482,7.6,16.0,130.0,0.423,55.0,0.564,13.7,-0.1,230,0.9,0.06,11.2,63,1.8,21,,pac-10,,15.0,158,2.0,0.547,464,0.528,245,0.487,226,0.827,187,36,36,6-7,1162,,10.3,107,5.2,90,,quincy-pondexter-1,695,653.0,Forward,2.2,46,washington,0.11,51,0.353,18,12.7,265,0.608,10.6,68,413,0.55,227,25.6,215,7.3,0.25
39,Damion James,,8.1,20,2.3,,12,-3.4,0,1.7,20.5,68,0.5,4,0.447,103,0.419,0.467,0.36,0.586,0.447,46,0.272,28,0.643,18,25,9,0,0,6-7,,403,United States of America,,-5.1,,4.8,17,-0.4,,,,0.049,0.667,0.029,0.971,0.301,0.146,0.243,0.282,36,10.1,jamesda01,0,110,,SF,0,1156320.0,10.0,,,0,,0,2.1,16,,NJN,0.029,3,0.0,0.0,0,,12.5,85,0.477,17.8,25,100,0.46,46,0.739,16.2,-0.1,225,0.1,0.015,6.1,33,3.6,40,,big-12,,23.9,243,2.7,0.544,419,0.501,210,0.549,230,0.674,155,34,34,6-7,1029,,11.0,107,3.8,100,,damion-james-1,611,564.0,Forward,3.0,57,texas,0.224,94,0.383,36,17.6,350,0.578,11.6,69,325,0.535,174,26.3,225,6.5,0.252
40,Ben Uzoh,,26.7,69,1.4,,8,-1.7,0,-0.8,8.6,31,0.2,5,0.434,144,0.333,0.071,0.452,0.516,0.424,61,0.389,56,0.589,33,42,0,1,0,6-3,,438,United States of America,,-0.9,,7.9,30,0.2,,,,0.035,0.375,0.056,0.944,0.125,0.097,0.292,0.431,29,14.7,uzohbe01,0,158,,PG,0,473604,7.6,,,0,,0,1.6,13,,NJN,0.056,8,0.375,0.667,3,1.0,8.2,61,0.468,12.9,25,136,0.426,58,0.345,20.5,0.0,205,0.5,0.054,29.8,163,2.1,26,,cusa,,11.5,129,1.8,0.517,403,0.457,184,0.38,153,0.765,117,35,35,6-3,1202,,3.4,34,3.7,60,,ben-uzoh-1,534,550.0,Guard,1.7,34,tulsa,0.355,143,0.343,49,7.7,163,0.561,14.4,80,260,0.519,135,23.5,205,5.5,0.182
41,Sherron Collins,,19.6,8,0.0,,0,-10.2,0,-3.3,9.2,5,0.0,0,0.32,25,0.167,0.5,0.0,0.75,0.28,7,0.04,1,1.0,1,20,0,0,0,5-11,,66,United States of America,,-6.9,,0.0,0,-0.2,,,,0.0,0.0,0.4,0.6,0.24,0.08,0.12,0.16,2,3.6,collish01,0,17,,PG,0,473604,17.4,,,0,,0,1.6,2,,CHA,0.4,10,0.2,,2,1.0,4.6,5,0.334,13.6,4,15,0.333,5,0.0,20.9,-0.1,205,-0.2,-0.121,24.4,161,0.2,2,,big-12,,5.6,67,1.7,0.507,434,0.426,185,0.318,138,0.855,118,36,36,5-11,1187,,0.8,8,3.7,60,,sherron-collins-1,558,552.0,Guard,1.9,39,kansas,0.435,189,0.37,70,3.4,75,0.559,14.5,85,245,0.469,115,23.8,205,5.4,0.181
42,Larry Sanders,,3.2,16.0,6.5,,72.0,-3.2,0,3.0,16.3,119.0,1.8,29.0,0.433,268.0,0.355,0.25,0.367,0.655,0.433,116.0,0.187,50.0,0.56,28.0,60.0,12.0,0.0,0.0,6-11,,872.0,United States of America,,-6.2,,7.7,59.0,-0.7,,,,0.112,,0.0,1.0,0.284,0.209,0.183,0.325,117.0,11.0,sandela01,0,260.0,,,0,1731960,9.6,,,0,,0,1.3,22.0,,MIL,0.0,0.0,,,0.0,,11.9,178.0,0.448,11.6,38.0,268.0,0.433,116.0,0.621,17.6,-0.3,235,1.0,0.057,7.7,34,9.1,90,,colonial,,24.9,213,2.2,0.54,367,0.534,196,0.455,167,0.641,107,35,32,6-10,941,,12.9,106,3.2,103,,larry-sanders-1,503,472.0,Forward,1.6,26,virginia-commonwealth,0.044,16,0.25,4,19.0,319,0.563,11.5,58,351,0.547,192,26.7,235,5.4,0.228
