,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
17,Jonathon Simmons,,10.4,58,0.5,,5,-1.0,0,0.2,10.8,80,1.3,26,0.541,242,0.333,0.385,0.34,0.664,0.504,122,0.38,92,0.75,69,55,2,2,0,6-6,,813,United States of America,,-1.1,,2.3,16,0.7,,,,0.124,0.447,0.194,0.806,0.074,0.054,0.194,0.479,103,11.9,simmojo02,0,331,,SG-SF,0,525093.0,8.4,,,0,,0,1.5,24,,SAS,0.194,47,0.383,0.524,18,1.0,6.7,96,0.586,15.8,53,195,0.533,104,0.558,18.9,0.2,195,2.0,0.119,14.9,65,1.2,11,1.0,cusa,-1.7,13.9,107,0.6,0.565,301,0.512,154,0.468,141,0.716,101,30,29,6-6,902,2.7,5.6,42,2.0,75,19.5,jonathon-simmons-1,441,415,Guard,1.4,21,houston,0.276,83,0.386,32,9.8,149,0.599,21.4,100,218,0.56,122,26.1,195,2.6,0.115
18,Aaron Harrison,,3.0,2,0.0,,0,-5.5,0,0.1,13.1,11,0.1,0,0.342,19,0.0,,0.0,0.5,0.263,5,0.632,12,0.417,5,21,0,0,0,6-6,,93,United States of America,,-5.6,,4.7,4,-0.2,,,,0.0,0.4,0.526,0.474,0.211,0.0,0.053,0.211,10,4.3,harriaa01,0,18,,SG,0,525093.0,17.2,,,0,,0,3.2,6,,CHO,0.526,10,0.3,0.25,3,0.667,8.8,15,0.371,14.1,4,9,0.222,2,1.0,13.7,-0.1,210,0.0,-0.014,11.1,55,0.6,6,8.8,sec,3.6,9.2,85,2.6,0.474,370,0.395,146,0.273,101,0.782,79,39,38,6-6,1004,5.2,1.9,15,2.5,61,17.9,aaron-harrison-1,430,382,Guard,2.7,43,kentucky,0.505,187,0.316,59,5.8,100,0.514,7.7,35,183,0.475,87,23.6,212,5.2,0.205
19,Frank Kaminsky,,9.0,98,2.0,,43,-1.2,0,0.4,17.2,266,2.1,15,0.474,525,0.367,0.238,0.408,0.523,0.41,215,0.282,148,0.73,108,81,3,1,0,7-0,,1708,United States of America,,-1.6,,4.4,69,1.2,,,,0.034,0.129,0.385,0.615,0.057,0.04,0.187,0.331,126,12.5,kaminfr01,0,606,,C,0,2612500.0,12.6,,,0,,0,1.1,38,,CHO,0.385,202,0.337,0.269,68,0.985,10.7,335,0.513,8.9,58,323,0.455,147,0.578,17.1,0.3,240,3.3,0.093,18.4,103,4.5,57,15.3,big-ten,5.8,25.7,262,2.9,0.59,488,0.547,267,0.41,200,0.78,156,39,39,7-0,1311,9.5,6.0,58,6.9,65,34.4,frank-kaminsky-1,732,691,Center,1.7,33,wisconsin,0.207,101,0.416,42,16.1,320,0.628,9.8,63,387,0.581,225,28.6,242,9.8,0.299
20,Lamar Patterson,,13.6,39,0.4,,2,-4.9,0,-0.3,12.4,46,0.5,0,0.425,80,0.2,0.25,0.5,0.65,0.35,28,0.275,22,0.727,16,35,0,0,0,6-5,,395,United States of America,,-4.6,,1.1,4,-0.3,,,,0.0,0.265,0.613,0.388,0.063,0.05,0.025,0.25,45,5.1,pattela01,0,84,,SG,0,525093.0,17.3,,,0,,0,1.1,9,,ATL,0.613,49,0.245,0.385,12,0.917,6.9,50,0.468,20.4,23,31,0.516,16,0.75,12.8,-0.3,225,0.2,0.025,29.9,154,1.2,12,11.7,acc,3.4,14.4,140,2.3,0.528,458,0.441,202,0.382,175,0.754,132,36,36,6-5,1174,8.4,3.8,35,3.6,73,24.2,lamar-patterson-1,616,591,Guard,2.8,51,pittsburgh,0.45,206,0.388,80,9.2,175,0.569,14.7,93,252,0.484,122,29.1,225,5.9,0.2
21,Norman Powell,,10.4,47,1.1,,10,-0.4,0,-0.1,14.8,95,0.9,14,0.502,229,0.394,0.316,0.12,0.609,0.424,97,0.231,53,0.811,43,49,24,0,0,6-3,,725,United States of America,,-0.3,,2.6,16,0.7,,,,0.061,0.461,0.389,0.611,0.144,0.083,0.109,0.279,59,13.3,powelno01,0,273,,SG,0,650000.0,13.7,,,0,,0,2.1,29,,TOR,0.389,89,0.404,0.512,36,0.944,8.8,111,0.541,11.3,32,140,0.436,61,0.344,17.8,0.3,215,1.6,0.105,12.8,75,1.5,16,5.8,pac-12,2.4,13.3,148,1.9,0.497,467,0.456,213,0.362,169,0.751,127,36,36,6-4,1244,3.5,1.9,21,2.5,91,19.6,norman-powell-1,591,531,Guard,3.2,66,ucla,0.255,119,0.319,38,7.6,169,0.54,12.8,80,348,0.503,175,25.3,215,4.4,0.14
22,Delon Wright,,22.5,31,1.1,,3,-0.7,0,-0.6,14.3,29,0.2,1,0.481,80,0.286,0.2,0.333,0.561,0.45,36,0.438,35,0.743,26,27,1,0,0,6-5,,229,United States of America,,-0.1,,4.1,8,0.3,,,,0.013,0.154,0.163,0.838,0.088,0.063,0.188,0.513,7,17.8,wrighde01,0,103,,PG,0,1509360.0,8.2,,,0,,0,1.8,8,,TOR,0.163,13,0.385,0.0,5,0.2,9.3,37,0.54,14.4,16,67,0.463,31,0.161,22.1,0.1,183,0.6,0.124,33.0,178,3.2,34,16.2,pac-12,7.4,13.7,139,3.1,0.549,324,0.509,165,0.565,183,0.836,153,35,35,6-5,1165,8.8,4.0,34,5.3,49,29.2,delon-wright-1,509,558,Guard,4.0,73,utah,0.225,73,0.356,26,9.3,173,0.619,14.2,68,251,0.554,139,22.8,178,8.4,0.289
23,Tyus Jones,,27.7,108,0.4,,3,-3.7,0,-2.0,8.0,40,0.3,0,0.41,156,0.3,0.2,0.389,0.531,0.359,56,0.25,39,0.718,28,37,0,0,0,6-0,,573,United States of America,,-1.7,,1.4,7,0.0,,,,0.0,0.189,0.34,0.66,0.128,0.096,0.231,0.205,33,11.2,jonesty01,0,156,,PG,0,1282080.0,13.5,,,0,,0,2.7,31,,MIN,0.34,53,0.302,0.3,16,0.625,4.8,47,0.45,16.0,33,103,0.388,40,0.275,16.1,-0.3,196,0.3,0.027,27.5,217,0.2,3,9.4,acc,2.8,9.9,118,2.1,0.489,324,0.417,135,0.5,162,0.889,144,39,39,6-1,1322,6.6,1.8,19,4.4,46,20.4,tyus-jones-1,461,532,Guard,2.7,59,duke,0.383,124,0.379,47,6.1,137,0.575,15.9,76,200,0.44,88,18.7,190,6.5,0.196
24,Karl-Anthony Towns,,11.3,161,4.3,,138,2.8,0,1.1,27.5,629,2.8,72,0.555,1153,0.506,0.41,0.465,0.701,0.542,625,0.239,275,0.811,223,82,82,1,0,6-11,,2627,United States of America,,1.6,,10.3,229,5.5,,,,0.069,0.102,0.076,0.924,0.279,0.091,0.211,0.342,245,22.5,townska01,0,1503,,C,0,5703600.0,9.8,,,0,,0,1.1,58,,MIN,0.076,88,0.341,0.222,30,0.9,19.0,858,0.59,12.6,183,1065,0.559,595,0.667,24.9,3.2,248,8.3,0.151,11.6,44,11.5,88,17.3,sec,10.8,22.3,169,2.9,0.57,256,0.566,145,0.523,134,0.813,109,39,39,6-11,822,6.5,14.2,92,3.5,115,31.4,karl-anthony-towns-1,401,391,Forward,1.4,18,kentucky,0.031,8,0.25,2,18.5,261,0.627,14.2,53,248,0.577,143,23.7,250,6.4,0.311
25,Justin Anderson,,6.8,29,3.2,,25,-1.2,0,1.3,19.3,114,0.8,17,0.469,175,0.3,0.455,0.235,0.773,0.406,71,0.314,55,0.8,44,55,9,0,0,6-6,,647,United States of America,,-2.5,,3.1,18,0.3,,,,0.097,0.41,0.474,0.526,0.114,0.063,0.097,0.251,45,12.3,anderju01,0,208,,SF,0,1449000.0,14.9,,,0,,0,1.5,19,,DAL,0.474,83,0.265,0.294,22,0.909,11.2,132,0.522,10.8,24,92,0.533,49,0.449,15.8,0.1,230,1.1,0.083,14.0,45,2.5,14,12.2,acc,4.6,14.4,88,1.8,0.572,221,0.466,103,0.371,82,0.78,64,26,22,6-6,724,7.6,3.1,17,2.5,30,23.8,justin-anderson-1,317,283,Guard,1.6,17,virginia,0.471,104,0.452,47,9.0,105,0.61,10.7,31,117,0.479,56,23.3,227,4.4,0.241
26,Rakeem Christmas,,0.0,0.0,0.0,,0.0,3.2,0,-6.6,0.0,0.0,0.0,0.0,1.0,2.0,,,,1.0,1.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,6-9,,6.0,United States of America,,9.7,,18.3,1.0,0.0,,,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0,chrisra01,0,4.0,,,0,1000000.0,0.5,,,0,,0,0.0,0.0,,IND,0.0,0.0,,,0.0,,9.1,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,14.7,0.0,250,0.0,0.343,10.5,47,8.5,78,9.6,acc,6.2,19.6,185,2.3,0.552,368,0.552,203,0.519,191,0.712,136,31,31,6-9,1064,3.4,10.2,97,3.0,105,26.5,rakeem-christmas-1,542,498,Forward,1.7,29,syracuse,0.003,1,0.0,0,14.9,282,0.591,14.5,78,367,0.553,203,25.8,250,5.4,0.203
27,Myles Turner,,5.0,41,5.1,,86,-2.3,0,1.4,21.0,264,2.3,26,0.501,530,0.425,0.4,0.464,0.69,0.498,264,0.228,121,0.727,88,60,30,0,0,6-11,,1367,United States of America,,-3.7,,5.5,68,0.8,,,,0.053,0.143,0.026,0.974,0.364,0.189,0.13,0.292,158,15.4,turnemy01,0,619,,C,0,2357760.0,10.8,,,0,,0,0.9,25,,IND,0.026,14,0.214,0.5,3,1.0,13.3,332,0.531,10.3,67,516,0.506,261,0.797,20.9,-0.1,250,3.1,0.109,6.2,20,12.3,89,8.7,big-12,7.3,24.9,178,2.1,0.488,257,0.455,117,0.436,112,0.839,94,34,7,6-11,755,1.5,7.2,44,1.9,82,25.5,myles-turner-1,345,310,Forward,0.8,10,texas,0.241,62,0.274,17,16.7,222,0.556,13.2,47,195,0.513,100,25.1,240,4.0,0.213
28,Keith Appling,,5.0,1,0.0,,0,-13.0,0,-2.7,4.2,1,0.0,0,0.25,8,0.0,0.0,,1.0,0.25,2,0.25,2,1.0,2,5,0,0,0,6-1,,27,United States of America,,-10.3,,0.0,0,-0.1,,,,0.0,0.667,0.375,0.625,0.25,0.125,0.0,0.25,5,-4.8,applike01,0,6,,PG,0,161776.0,14.9,,,0,,0,1.9,1,,ORL,0.375,3,0.0,0.0,0,,2.1,1,0.338,25.3,3,5,0.4,2,0.0,19.5,-0.1,185,-0.1,-0.199,25.9,156,1.5,14,5.4,big-ten,2.2,9.5,93,1.7,0.51,292,0.452,132,0.483,141,0.66,93,35,32,6-1,1102,3.2,1.5,13,2.1,96,16.0,keith-appling-1,391,419,Guard,2.3,41,michigan-state,0.322,94,0.362,34,5.7,106,0.545,17.1,74,198,0.495,98,20.5,185,3.7,0.135
29,Darrun Hilliard,,10.9,27,0.2,,1,-3.6,0,-1.6,11.9,40,0.3,2,0.469,131,0.387,0.4,0.077,0.571,0.397,52,0.305,40,0.725,29,38,2,3,0,6-6,,383,United States of America,,-2.0,,1.4,5,0.2,,,,0.015,0.4,0.382,0.618,0.237,0.076,0.099,0.214,28,10.7,hillida01,0,152,,SG,0,525093.0,15.9,,,0,,0,1.2,9,,DET,0.382,50,0.38,0.35,19,0.895,6.4,45,0.511,11.3,19,81,0.407,33,0.424,19.1,-0.2,205,0.5,0.066,15.9,74,1.3,12,10.2,big-east,3.5,10.7,93,2.2,0.543,386,0.44,170,0.267,103,0.796,82,35,35,6-6,1007,6.7,2.0,16,3.3,78,23.1,darrun-hilliard-1,501,444,Guard,3.8,63,villanova,0.528,204,0.387,79,6.5,109,0.576,8.8,42,182,0.5,91,25.2,215,5.5,0.218
30,Stanley Johnson,,10.8,118,0.5,,12,-2.6,0,0.5,16.7,248,1.9,10,0.428,600,0.265,0.357,0.308,0.569,0.375,225,0.17,102,0.784,80,73,6,3,0,6-6,,1687,United States of America,,-3.1,,3.6,58,-1.3,,,,0.02,0.4,0.342,0.658,0.113,0.117,0.173,0.255,178,8.7,johnsst04,0,593,,SF,0,2841960.0,13.2,,,0,,0,1.6,55,,DET,0.342,205,0.307,0.378,63,0.889,9.9,306,0.46,15.0,114,395,0.41,162,0.346,19.6,-0.2,245,0.6,0.018,11.6,63,1.6,15,10.2,pac-12,5.4,19.1,172,2.9,0.501,390,0.446,174,0.456,178,0.742,132,38,37,6-6,1081,4.8,8.9,75,2.8,100,22.5,stanley-johnson-1,523,509,Forward,3.2,57,arizona,0.297,116,0.371,43,14.1,247,0.551,14.7,82,274,0.478,131,26.6,225,5.7,0.212
31,Bobby Portis,,7.5,52,1.5,,22,-3.3,0,-0.9,20.0,214,1.3,24,0.445,436,0.404,0.25,0.372,0.586,0.427,186,0.151,66,0.727,48,62,4,1,0,6-10,,1102,United States of America,,-2.4,,12.0,123,0.3,,,,0.069,0.154,0.119,0.881,0.25,0.11,0.197,0.321,100,13.8,portibo01,0,436,,PF,0,1391160.0,10.5,,,0,,0,1.1,25,,CHI,0.119,52,0.308,0.0,16,0.938,16.1,337,0.469,10.4,54,384,0.443,170,0.629,20.7,-0.4,246,1.5,0.066,8.8,42,4.8,50,9.0,sec,3.1,20.2,188,1.9,0.552,466,0.536,250,0.335,156,0.737,115,36,36,6-11,1076,5.8,13.6,133,4.2,78,29.5,bobby-portis-1,629,578,Forward,2.1,39,arkansas,0.064,30,0.467,14,16.8,321,0.582,9.4,56,436,0.541,236,26.7,242,6.1,0.227
32,Devin Booker,,15.8,200,0.8,,20,-3.1,0,-2.4,8.4,160,0.7,9,0.48,867,0.368,0.37,0.411,0.641,0.423,367,0.295,256,0.84,215,76,51,1,0,6-5,,2108,United States of America,,-0.6,,1.4,27,1.2,,,,0.012,0.194,0.333,0.667,0.219,0.106,0.129,0.212,225,11.9,bookede01,0,1048,,SG,0,2127840.0,14.6,,,0,,0,1.0,44,,PHO,0.333,289,0.343,0.375,99,0.788,4.8,187,0.535,14.0,160,578,0.464,268,0.455,23.0,-0.6,210,1.9,0.043,6.6,26,3.9,35,4.3,acc,2.2,18.3,138,1.5,0.548,292,0.545,159,0.473,138,0.623,86,31,31,6-8,988,2.1,11.3,93,2.5,71,22.6,devin-booker-1,406,388,Forward,1.2,19,clemson,0.038,11,0.182,2,14.7,231,0.568,14.2,59,281,0.559,157,23.2,250,4.0,0.161
33,Briante Weber,,18.6,21,1.6,,3,-2.1,0,1.5,11.9,17,0.2,0,0.359,39,0.545,0.333,0.2,0.75,0.359,14,0.103,4,0.75,3,7,4,0,0,6-2,,169,United States of America,,-3.6,,5.2,8,-0.2,,,,0.0,0.0,0.128,0.872,0.282,0.231,0.256,0.103,12,8.9,weberbr01,0,31,,PG,0,30888.0,13.2,,,0,,0,2.7,9,,TOT,0.128,5,0.0,,0,,8.4,25,0.38,18.1,9,34,0.412,14,0.214,13.2,0.0,165,0.0,0.004,31.9,85,0.9,4,12.1,atlantic-10,8.0,13.7,59,1.6,0.445,137,0.401,55,0.394,54,0.741,40,20,19,6-2,529,4.1,2.8,14,0.9,39,23.5,briante-weber-1,162,190,Guard,8.9,78,virginia-commonwealth,0.212,29,0.414,12,7.8,73,0.498,17.3,34,108,0.398,43,18.9,165,2.5,0.187
34,Justise Winslow,,7.4,117,0.9,,26,-0.6,0,1.6,15.8,322,2.7,19,0.457,462,0.358,0.278,0.383,0.575,0.422,195,0.253,117,0.684,80,78,8,2,0,6-6,,2232,United States of America,,-2.2,,4.2,81,-0.2,,,,0.045,0.716,0.251,0.749,0.145,0.039,0.175,0.392,184,8.4,winslju01,0,502,,SF,0,2481720.0,10.5,,,0,,0,1.6,68,,MIA,0.251,116,0.276,0.277,32,0.969,10.2,403,0.489,15.6,95,346,0.471,163,0.589,12.5,0.8,225,2.5,0.054,13.2,82,2.9,34,10.4,acc,5.3,19.8,203,2.5,0.551,356,0.486,173,0.438,156,0.641,100,39,39,6-6,1135,5.1,5.4,49,3.1,108,22.3,justise-winslow-1,492,473,Forward,2.8,52,duke,0.309,110,0.418,46,13.1,252,0.572,14.2,71,246,0.516,127,22.9,225,5.5,0.196
35,Jarell Martin,,6.4,15,1.7,,7,-3.2,0,-1.6,14.7,47,0.2,5,0.466,116,0.28,0.6,0.35,0.574,0.466,54,0.534,62,0.726,45,27,0,1,0,6-10,,380,United States of America,,-1.6,,11.2,39,0.5,,,,0.052,0.0,0.017,0.983,0.216,0.129,0.172,0.466,58,14.0,martija01,0,153,,PF,0,1230840.0,7.8,,,0,,0,1.1,8,,MEM,0.017,2,0.0,,0,,12.9,86,0.534,11.7,19,114,0.474,54,0.574,19.2,-0.1,239,0.8,0.1,10.5,59,1.8,23,5.3,sec,2.2,18.1,207,2.4,0.526,397,0.509,202,0.511,203,0.69,140,33,32,6-10,1159,3.1,9.7,98,2.7,92,21.6,jarell-martin-1,558,531,Forward,1.9,38,louisiana-state,0.131,52,0.269,14,14.1,305,0.565,15.7,92,345,0.545,188,24.8,236,5.1,0.174
36,Xavier Munford,,14.3,22,1.1,,3,-3.1,0,-0.1,13.7,28,0.2,1,0.474,77,0.455,0.3,0.429,0.5,0.416,32,0.182,14,0.5,7,14,0,0,0,6-2,,244,United States of America,,-2.9,,1.3,3,-0.2,,,,0.013,0.217,0.299,0.701,0.143,0.13,0.273,0.156,25,9.9,munfoxa02,0,80,,SG,0,89588.0,13.5,,,0,,0,2.7,13,,MEM,0.299,23,0.391,0.4,9,0.778,7.2,31,0.481,15.3,15,54,0.426,23,0.304,18.0,-0.1,180,0.1,0.017,16.1,78,1.1,13,1.4,atlantic-10,-0.1,10.6,108,1.6,0.469,458,0.402,184,0.343,157,0.707,111,32,32,6-2,1139,1.6,2.1,20,1.2,63,15.6,xavier-munford-1,541,499,Guard,1.9,36,rhode-island,0.415,190,0.326,62,6.5,128,0.508,14.2,88,268,0.455,122,27.7,180,2.8,0.099
37,Rashad Vaughn,,5.5,39,1.4,,16,-6.1,0,-1.9,8.7,77,0.4,1,0.385,266,0.419,0.227,0.24,0.341,0.305,81,0.056,15,0.8,12,70,6,0,0,6-6,,1001,United States of America,,-4.3,,1.3,11,-1.2,,,,0.008,0.442,0.553,0.447,0.117,0.083,0.094,0.154,73,4.2,vaughra01,0,217,,SG,0,1733040.0,17.2,,,0,,0,1.5,29,,MIL,0.553,147,0.293,0.262,43,1.0,5.0,88,0.398,9.3,28,119,0.319,38,0.789,13.5,-1.0,202,-0.8,-0.036,11.8,36,1.1,8,1.3,mwc,-1.8,13.7,97,1.1,0.521,328,0.439,144,0.299,98,0.694,68,23,23,6-6,742,3.0,2.3,14,1.4,54,20.2,rashad-vaughn-1,410,352,Guard,1.5,18,nevada-las-vegas,0.43,141,0.383,54,8.4,111,0.547,11.8,50,187,0.481,90,30.8,210,2.5,0.132
38,Rondae Hollis-Jefferson,,10.1,43,2.1,,16,1.2,0,2.6,21.4,115,0.7,9,0.471,138,0.406,0.636,0.158,0.581,0.457,63,0.377,52,0.712,37,29,17,0,0,6-6,,615,United States of America,,-1.4,,7.0,39,0.5,,,,0.065,0.357,0.101,0.899,0.232,0.08,0.138,0.449,61,14.2,holliro01,0,167,,SF,0,1335480.0,9.2,,,0,,0,3.2,39,,BRK,0.101,14,0.286,0.2,4,0.75,14.1,154,0.519,13.9,26,124,0.476,59,0.576,13.5,0.5,217,1.2,0.094,10.1,59,3.4,32,11.2,pac-12,6.8,20.1,183,2.9,0.513,275,0.502,138,0.745,205,0.707,145,38,25,6-7,1090,4.4,9.0,77,3.1,94,21.8,rondae-hollis-jefferson-1,427,435,Forward,2.4,44,arizona,0.105,29,0.207,6,14.8,260,0.573,13.7,59,246,0.537,132,20.5,215,5.9,0.218
39,Chris McCullough,,3.7,9,2.7,,12,-1.0,0,1.1,13.6,43,0.4,11,0.463,109,0.36,0.167,0.3,0.545,0.404,44,0.211,23,0.478,11,24,4,1,0,6-11,,362,United States of America,,-2.1,,7.6,25,-0.1,,,,0.119,0.235,0.312,0.688,0.229,0.055,0.092,0.303,39,12.2,mcculch01,0,112,,PF,0,1140240.0,14.0,,,0,,0,3.9,28,,BRK,0.312,34,0.382,0.25,13,0.923,10.5,68,0.47,11.2,15,75,0.413,31,0.71,16.5,0.1,200,0.3,0.043,8.2,18,8.5,33,6.8,acc,8.2,18.5,74,1.2,0.482,113,0.478,54,0.628,71,0.563,40,16,16,6-10,450,-1.4,9.0,36,0.3,41,18.9,chris-mccullough-1,149,146,Forward,3.6,27,syracuse,0.009,1,1.0,1,13.8,110,0.508,19.3,35,112,0.473,53,20.7,220,1.4,0.126
40,Willie Reed,,3.8,10,5.7,,30,-1.6,0,-0.4,19.6,73,0.3,24,0.571,133,0.167,0.25,0.421,0.704,0.571,76,0.414,55,0.545,30,39,2,0,0,6-10,,426,United States of America,,-1.2,,12.7,49,0.9,,,,0.211,,0.0,1.0,0.045,0.06,0.286,0.609,47,19.2,reedwi02,0,182,,C,0,947276.0,3.7,,,0,,0,0.7,6,,BRK,0.0,0,,,0,,16.1,122,0.579,9.2,16,133,0.571,76,0.684,18.1,0.0,220,1.2,0.134,7.5,27,7.6,73,,atlantic-10,,23.1,195,2.7,0.587,300,0.587,176,0.583,175,0.474,83,35,32,6-9,962,,10.7,83,2.1,79,,willie-reed-1,435,399.0,Forward,1.7,26,saint-louis,0.0,0,,0,17.2,278,0.568,13.5,60,300,0.587,176,25.4,220,4.8,0.199
41,Jerian Grant,,21.8,177,0.6,,10,-3.4,0,-1.1,10.2,120,1.0,6,0.422,391,0.353,0.381,0.426,0.521,0.394,154,0.315,123,0.78,96,76,6,1,0,6-4,,1265,United States of America,,-2.3,,2.0,23,-0.2,,,,0.015,0.11,0.256,0.744,0.13,0.107,0.138,0.368,97,11.2,grantje02,0,426,,PG,0,1572360.0,11.3,,,0,,0,2.0,50,,NYK,0.256,100,0.22,0.455,22,0.727,6.2,143,0.479,16.3,87,291,0.454,132,0.333,19.0,-0.5,205,0.8,0.03,33.6,253,1.4,19,8.9,acc,0.9,8.3,102,1.6,0.536,427,0.478,204,0.511,218,0.78,170,38,38,6-5,1408,8.0,1.3,13,6.1,75,25.5,jerian-grant-1,628,706,Guard,2.8,63,notre-dame,0.37,158,0.316,50,5.1,115,0.592,13.4,82,269,0.572,154,24.2,203,7.7,0.218
42,Trey Lyles,,7.1,59,1.1,,18,-2.8,0,-0.4,20.2,240,1.7,15,0.494,436,0.403,0.418,0.392,0.573,0.438,191,0.188,82,0.695,57,80,33,1,0,6-9,,1382,Canada,,-2.4,,5.0,59,0.6,,,,0.039,0.547,0.294,0.706,0.165,0.126,0.181,0.236,114,11.6,lylestr01,0,488,,PF,0,2239800.0,12.8,,,0,,0,1.0,26,,UTA,0.294,128,0.383,0.443,49,0.959,12.6,299,0.517,12.1,65,308,0.461,142,0.585,17.9,-0.3,234,2.3,0.079,9.2,38,2.1,16,8.9,sec,5.1,16.1,123,2.3,0.496,240,0.488,117,0.425,102,0.735,75,36,21,6-10,828,3.9,9.9,65,2.1,57,19.8,trey-lyles-1,313,308,Forward,1.4,19,kentucky,0.121,29,0.138,4,13.3,188,0.543,12.4,41,211,0.536,113,20.8,235,4.4,0.213
43,Richaun Holmes,,8.0,33,4.3,,40,-0.9,0,0.0,11.7,73,0.5,46,0.532,222,0.286,0.375,0.214,0.724,0.514,114,0.333,74,0.689,51,51,1,2,0,6-10,,702,United States of America,,-1.0,,9.3,62,1.0,,,,0.212,0.091,0.198,0.802,0.032,0.072,0.126,0.572,92,15.9,holmeri01,0,287,,C,0,1050000.0,7.7,,,0,,0,1.3,19,,PHI,0.198,44,0.182,0.25,8,1.0,10.5,135,0.564,11.2,32,178,0.596,106,0.717,17.9,0.2,240,1.5,0.103,7.2,26,11.2,83,9.3,mac,5.7,20.9,160,2.0,0.594,293,0.563,165,0.522,153,0.712,109,31,30,6-8,892,3.6,11.6,88,3.2,77,30.4,richaun-holmes-1,457,421,Forward,1.5,22,bowling-green-state,0.147,43,0.419,18,16.3,248,0.625,14.1,60,250,0.588,147,25.6,245,5.1,0.23
