name,NBA_assists,NBA_blocks,NBA_points,NBA_steals,NBA_total_rebounds,NCAAB_assists,NCAAB_blocks,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_personal_fouls,NCAAB_steal_percentage,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_total_rebound_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_win_shares,Center,Forward,Guard
Avery Bradley,-0.4571404402690428,-0.6312688947020635,-0.5884205911300293,-0.4277840119420345,-0.6614381745670125,-0.22093314116691606,-0.36201973913041224,0.0647229628205948,-0.7901310488289385,-0.247182271051091,-1.6539700302153435,-1.3762610734290701,-1.827406127534422,-1.5420466878683994,0.11493026216560696,0.15027439218958558,-1.3875063545001607,0.26278862772278694,0.36329883961325304,0.1510580014921493,0.07307624338115552,-1.3554803181881157,-0.6996429349990408,-0.6833539777265378,0.017408268780827355,-0.9194648269850392,-0.2631471752560035,-0.8795729922232997,1.001906579424015
Luke Harangody,-0.2436395427429751,0.26317068066163174,-0.1035233501677519,-0.1868112584339142,0.31748913990425737,-0.6228617548982388,-0.2867781068883432,1.296315716883934,-0.014028672688256931,1.3896345928241047,-0.46952727447015286,0.5074920660208551,0.5493592434910108,0.6471303573113877,-0.7202031307332691,-0.6890240748267165,0.46603266868707705,-0.25645875486834213,-1.2530731162931692,-0.6292621155428012,-0.3190489992922058,1.0134656201388823,-1.5586266983597368,-0.6042882282375169,1.9546750875948347,0.22413388238849719,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Luke Babbitt,-0.5283074061110654,-0.5260407093651582,-0.6434443915229119,-0.7089188910348415,-0.5604377373596593,-0.20418611559477762,-0.023432394041101503,1.2520138192557564,0.2869089833662925,1.5244312757314737,0.08826262794473336,1.163441819936454,1.8261340295790536,1.8890673348653053,0.11493026216560696,0.3900739541942433,0.7749558392182834,0.6262617955365773,-0.4987662035368386,-0.40708763777590545,-0.06606497176100495,0.38454191969808676,-0.6165154740286507,0.46309938986426485,1.6697829083574807,1.1871643744925284,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Armon Johnson,-0.06572212813791865,-0.5786548020336109,-0.3889593147058301,-0.5884325142807814,-0.5138221509562655,1.7552158763454206,-0.5877446358566194,0.7203910477176243,0.20771486335193717,0.9082178681549294,-1.0479760621596645,-0.5016614015416049,-0.5211673079212719,-0.6158563995231049,0.11493026216560696,0.3900739541942433,-1.0785831839689544,-0.7237813992003583,-0.7142824643243617,-0.6238432258411696,-0.44554101305780625,-1.2716238247960094,1.2677069746335214,1.7676842564331092,1.327912293272656,-1.0398436384980432,-0.2631471752560035,-0.8795729922232997,1.001906579424015
Manny Harris,0.40872431080889854,-0.26297024602289487,0.3366670529753085,0.45578275092107323,0.29418134670256046,0.7001532653006985,-0.6253654519776539,0.6140664934099979,-0.9643581128605202,0.17646444665778319,0.15712557886015108,0.709322759533347,0.6770367220998152,0.8997277086782862,-0.51141978250855,-0.08952516981507215,-0.4607368429065419,-1.5545772113461649,1.225363882763345,0.47077249388841375,0.6296411039497974,-0.28631002743876255,0.1316316747048586,0.7398295130758379,0.22253063783172225,0.2843232881449994,-0.2631471752560035,-0.8795729922232997,1.001906579424015
Samardo Samuels,-0.3978346354006907,0.3157847733300844,0.22318046466498825,-0.1868112584339142,0.4340281059127419,-0.7568379594753464,0.35277576716924375,-0.2188091819997423,0.6670407594351981,0.08018110172394814,1.5825886628093047,1.1802610443958284,-0.24616966168692403,0.941827267239436,-0.09385308605911205,0.27017417319191445,0.7749558392182834,0.6262617955365773,-0.9297987251118847,-1.4962844678038574,-1.3436343107935693,0.38454191969808676,0.46414151858641817,0.5026322646087753,0.9290632423403602,-0.3777601751765221,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Quincy Pondexter,-0.267361864690316,-0.10512796801753688,-0.12071828779052769,-0.10648700726454077,-0.1098204021268525,-0.35490934574402366,-0.24915729076730866,0.915319397281606,0.7303960554466825,1.4088912618108718,0.4670088579795325,1.3148148400708228,0.9422130238257935,1.6364699834984069,0.532496958615045,0.629873516198901,0.15710949815587072,0.782036010313916,0.14778257882573037,-0.9002066006243813,-0.6985250405890071,0.23779305626190078,-0.9490253179102107,-0.0508279818143708,1.8065311543914107,1.5483008090315398,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Damion James,-0.36225115247967943,0.00010021731936844352,-0.3889593147058301,-0.14664913284922748,-0.13312819532854941,-0.857320112908177,0.46563821553234735,0.516602318628007,0.30274780736916357,0.7349078472740264,0.8939591536551236,1.3820917379083202,-0.5604526859547491,0.9628770465200108,0.11493026216560696,0.3900739541942433,0.15710949815587072,1.3012833929050451,1.009847621975822,-0.2824531746383788,-0.15460938139692526,1.2650351003152014,-0.6719337813422442,-0.011295107069860366,0.8037106834759244,1.0667855629795244,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Ben Uzoh,0.21894573523017166,-0.21035615335444222,-0.22388791352718246,-0.26713550960328764,-0.31959054094212463,1.319793211469821,-0.06105321016213603,0.3748362462178385,-0.3941604487571626,0.2342344536180842,-0.26982471681544073,0.08701145453649675,0.33328966430688045,0.16298543385816555,0.323713610390326,0.5099737351965722,-1.0785831839689544,-0.7757061374594713,-0.3910080731430773,0.42742137627536086,0.4652014860545169,-0.8104131111394257,0.10392252104806203,0.42356651511975446,0.06299101745880399,0.46489150541450514,-0.2631471752560035,-0.8795729922232997,1.001906579424015
Sherron Collins,-0.5045850841637246,-0.6312688947020635,-0.7087851544894599,-0.7089188910348415,-0.7546693473738001,1.2862991603255443,-0.9639527970669647,0.64950801151254,-0.8851639928461658,0.25349112260485124,-0.6967750124910326,-0.1652769123541182,1.2172106700601404,0.18403521313874044,0.532496958615045,0.629873516198901,-2.3142758660937797,-0.7757061374594713,-0.17549181235555436,0.8609325524058891,1.0470647493762788,-1.7118704151045665,0.1316316747048586,0.6212308888423066,-0.10794429008360841,0.4047020996580034,-0.2631471752560035,-0.8795729922232997,1.001906579424015
Larry Sanders,-0.4096957963743611,3.1569457774265284,0.12688881397744378,0.09432362065889281,0.5894133939240546,-0.8405730873360386,2.3466790215840736,0.055862583294959266,0.8254289994639089,0.4653144814592883,0.2466474150501946,0.3224805969677374,-0.8845570547309458,-0.0475123589475832,0.323713610390326,0.15027439218958558,1.0838790097494897,1.4570576076823838,-0.4987662035368386,-1.2578533209320668,-1.1412470887686086,1.5585328271875725,-0.6996429349990408,-0.4461567292594752,1.0999985498827727,0.4047020996580034,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Kenneth Faried,-0.17247257690095252,1.8415934607152116,0.8525151816585824,0.5762691276751334,1.941265399622475,-0.7903320106196232,2.0457124926157975,0.117885239974408,2.2350843357194323,1.1778112339696676,1.5481571873515956,1.567103206961438,-1.513123103266596,0.6260805780308129,0.323713610390326,0.3900739541942433,0.46603266868707705,1.7166812989779485,1.4408801435508678,-1.4962844678038574,-1.3436343107935693,2.942164968157324,0.4918506722432152,0.8979610120538797,1.3620993547811384,2.15019486659656,-0.2631471752560035,1.136915308725313,-0.9980970487037716
Julyan Stone,-0.1606114159272821,-0.31558433869134755,-0.6434443915229119,-0.4679461375267212,-0.5992840593624874,1.6714807484847285,-0.24915729076730866,-1.4061000384349038,0.4452972233950032,-1.3255557343100435,1.8511541713794344,-0.14845768789474387,-1.670264615400509,-0.6579559580842546,0.323713610390326,0.5099737351965722,0.15710949815587072,0.4185628425001257,0.36329883961325304,-0.13072426299269388,-0.6985250405890071,0.04911594612966229,1.5170893575446909,-0.1694266060479021,-1.1791388840160595,0.34451269390150113,-0.2631471752560035,-0.8795729922232997,1.001906579424015
Cory Joseph,-0.1961948988482934,-0.47342661669670555,-0.5677866659826984,-0.5081082631114079,-0.5992840593624874,0.41545383057434493,-0.6253654519776539,-0.34285449535863977,-0.9485192888576491,-0.6900856577467321,-1.323427865821337,-1.2585265022134497,-0.3149190732455099,-1.2262999986597762,0.532496958615045,0.629873516198901,-1.0785831839689544,-0.5160824461639067,-0.17549181235555436,0.6225014055340987,0.25016506265299615,-1.1668032080558768,-0.2562964764902946,-0.6042882282375169,-0.6663329613888223,-0.19719195790701588,-0.2631471752560035,-0.8795729922232997,1.001906579424015
