,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
10,Archie Goodwin,,5.7,20,1.6,,11,-4.3,0,-0.4,13.0,62,0.5,15,0.47,167,0.5,0.25,0.357,0.626,0.455,76,0.329,55,0.673,37,52,0,2,0,6-5,,533,United States of America,,-3.9,,5.3,25,-0.3,,,,0.096,0.361,0.216,0.784,0.024,0.048,0.168,0.545,45,10.3,goodwar01,0,194,,SG,0,1064400.0,8.5,,,0,,0,1.9,20,,PHO,0.216,36,0.139,0.154,5,1.0,9.2,87,0.507,18.7,44,131,0.542,71,0.38,19.4,-0.3,200,0.2,0.018,16.8,88,1.4,15,2.4,sec,1.2,11.2,104,1.5,0.464,357,0.44,157,0.594,212,0.637,135,33,33,6-5,1048,1.2,5.6,48,1.6,97,16.9,archie-goodwin-1,466,467,Guard,2.1,36,kentucky,0.179,64,0.266,17,8.5,152,0.509,18.1,101,293,0.478,140,27.2,198,3.1,0.117
11,Alex Len,,1.6,4,3.8,,18,-5.9,0,-0.2,18.6,60,0.4,10,0.423,78,0.0,0.294,0.375,0.595,0.423,33,0.397,31,0.645,20,42,3,0,0,7-0,,362,Ukraine,,-5.7,,12.1,39,-0.2,,,,0.141,,0.0,1.0,0.103,0.218,0.205,0.474,68,7.3,lenal01,0,86,,C,0,3492720.0,6.7,,,0,,0,0.6,4,,PHO,0.0,0,,,0,,15.3,99,0.469,22.1,26,78,0.423,33,0.485,14.3,-0.4,250,0.2,0.024,7.8,37,8.0,78,8.0,acc,5.3,21.0,189,2.0,0.535,324,0.534,173,0.472,153,0.686,105,38,37,7-1,1004,2.7,13.2,109,3.0,101,24.5,alex-len-1,452,434,Center,0.5,8,maryland,0.025,8,0.125,1,17.2,298,0.57,13.1,60,316,0.544,172,22.8,225,5.0,0.2
12,Shane Larkin,,20.4,71,0.2,,1,-4.7,0,-1.2,7.3,31,0.3,0,0.423,137,0.31,0.235,0.452,0.591,0.38,52,0.182,25,0.64,16,48,0,0,0,5-11,,489,United States of America,,-3.5,,2.6,11,-0.4,,,,0.0,0.158,0.277,0.723,0.212,0.124,0.226,0.161,46,8.3,larkish01,0,132,,PG,0,1536960.0,14.3,,,0,,0,2.7,26,,DAL,0.277,38,0.316,0.5,12,0.833,5.0,42,0.446,20.9,39,99,0.404,40,0.225,17.4,-0.3,175,-0.1,-0.01,26.1,164,0.3,4,10.6,acc,3.2,11.4,121,2.3,0.569,382,0.479,183,0.293,112,0.777,87,36,35,5-11,1311,7.4,1.6,17,4.3,59,22.6,shane-larkin-1,522,537,Guard,3.4,71,miami-fl,0.445,170,0.406,69,6.5,138,0.6,15.9,82,212,0.538,114,21.3,176,6.5,0.199
13,Dewayne Dedmon,,1.9,5,4.5,,22,-6.0,0,0.0,25.8,89,0.5,15,0.458,83,0.333,0.375,0.333,0.556,0.458,38,0.386,32,0.656,21,31,6,0,0,7-0,,390,United States of America,,-6.0,,10.7,38,0.1,,,,0.181,,0.0,1.0,0.108,0.096,0.253,0.542,66,10.7,dedmode01,0,97,,C,0,,5.6,,,0,,0,0.9,7,,TOT,0.0,0,,,0,,18.1,127,0.5,15.6,18,83,0.458,38,0.605,13.1,-0.4,245,0.6,0.07,5.8,19,10.0,66,8.2,pac-12,8.4,26.6,146,1.6,0.5,176,0.5,88,0.267,47,0.681,32,31,29,7-0,691,-0.2,11.7,70,0.6,93,20.1,dewayne-dedmon-1,208,213,Forward,2.9,34,southern-california,0.017,3,0.0,0,18.9,216,0.524,19.8,49,173,0.509,88,18.5,255,2.2,0.127
14,Elias Harris,,11.4,1,0.0,,0,-0.9,0,2.7,0.0,0,0.0,0,0.0,1,,,,0.0,0.0,0,0.0,0,,0,2,0,0,0,6-8,,11,Germany,,-3.7,,9.7,1,0.0,,,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0,7.6,harriel01,0,0,,SF,0,,2.0,,,0,,0,4.4,1,,LAL,0.0,0,,,0,,4.9,1,0.0,0.0,0,1,0.0,0,,4.0,0.0,239,0.0,0.018,11.1,53,2.4,19,8.4,wcc,4.0,23.5,184,2.3,0.513,337,0.501,169,0.576,194,0.768,149,34,33,6-7,944,4.5,9.5,69,3.8,67,27.7,elias-harris-1,495,475,Forward,2.6,40,gonzaga,0.139,47,0.17,8,16.8,253,0.577,12.3,60,290,0.555,161,26.9,240,6.1,0.258
15,Dwight Buycks,,10.6,10,0.0,,0,-4.5,0,0.2,15.2,19,0.2,0,0.365,48,0.182,0.333,0.125,0.667,0.313,15,0.188,9,0.889,8,14,0,0,0,6-3,,146,United States of America,,-4.8,,3.2,4,-0.2,,,,0.0,0.118,0.354,0.646,0.229,0.063,0.167,0.188,11,7.2,buyckdw01,0,43,,PG,0,,15.7,,,0,,0,2.9,8,,TOR,0.354,17,0.294,0.5,5,1.0,9.2,23,0.414,16.1,10,31,0.323,10,0.5,19.3,-0.1,190,0.0,-0.009,22.1,121,0.2,2,4.3,big-east,1.2,9.7,86,1.0,0.537,254,0.461,117,0.26,66,0.682,45,36,29,6-3,1013,3.1,2.9,25,1.3,55,14.2,dwight-buycks-1,318,329,Guard,2.2,38,marquette,0.374,95,0.411,39,6.3,111,0.557,22.7,84,159,0.491,78,18.1,190,2.3,0.091
16,Kentavious Caldwell-Pope,,5.0,55,0.6,,12,-2.1,0,-0.8,8.6,118,0.8,17,0.46,460,0.291,0.4,0.333,0.602,0.396,182,0.133,61,0.77,47,80,41,3,0,6-5,,1583,United States of America,,-1.2,,2.5,38,1.0,,,,0.048,0.357,0.402,0.598,0.187,0.065,0.078,0.267,145,9.4,caldwke01,0,470,,SG,0,2653080.0,15.4,,,0,,0,2.4,75,,DET,0.402,185,0.319,0.379,59,0.966,5.4,156,0.483,5.4,28,275,0.447,123,0.634,13.9,0.0,205,1.8,0.055,16.8,58,1.9,17,12.1,sec,3.2,21.3,189,2.4,0.53,430,0.433,186,0.393,169,0.799,135,32,30,6-5,1086,8.9,4.3,37,3.9,70,27.7,kentavious-caldwell-pope-1,591,521,Guard,3.8,65,georgia,0.523,225,0.373,84,12.9,226,0.579,11.1,64,205,0.498,102,29.2,205,6.2,0.23
17,Peyton Siva,,21.0,34.0,0.4,,1.0,-7.3,0,-2.8,6.2,12.0,0.1,0.0,0.377,57.0,0.25,1.0,0.25,0.348,0.316,18.0,0.263,15.0,0.733,11.0,24.0,0.0,0.0,0.0,6-0,,224.0,United States of America,,-4.4,,0.9,2.0,-0.2,,,,0.0,0.08,0.439,0.561,0.07,0.018,0.07,0.404,27.0,5.7,sivape01,0,54.0,,,0,,13.8,,,0,,0,2.0,9.0,,DET,0.439,25.0,0.28,0.0,7.0,0.429,3.4,14.0,0.425,22.1,18.0,32.0,0.344,11.0,0.091,15.6,-0.3,185,-0.2,-0.032,34.3,228,0.6,6,7.7,big-east,3.7,8.1,82,3.0,0.459,344,0.404,139,0.285,98,0.867,85,40,40,6-0,1247,4.0,1.1,12,2.3,103,17.5,peyton-siva-1,401,463,Guard,4.3,90,louisville,0.384,132,0.288,38,4.5,94,0.513,21.3,106,212,0.476,101,20.0,185,5.3,0.17
18,Mike Muscala,,5.2,7,3.7,,10,-6.0,0,-0.4,18.7,35,0.2,4,0.425,73,0.5,0.333,0.308,0.5,0.425,31,0.192,14,1.0,14,20,0,0,0,6-10,,215,United States of America,,-5.6,,9.2,17,-0.1,,,,0.082,0.333,0.041,0.959,0.356,0.123,0.178,0.301,29,10.8,muscami01,0,76,,PF,0,,10.8,,,0,,0,0.7,3,,ATL,0.041,3,0.0,0.0,0,,14.0,52,0.48,13.2,12,70,0.443,31,0.839,19.3,-0.2,240,0.2,0.04,18.5,78,7.8,80,11.7,patriot,6.0,31.1,280,3.0,0.513,446,0.509,227,0.509,227,0.789,179,34,34,6-11,1079,5.7,11.8,98,5.3,74,35.7,mike-muscala-1,637,624,Forward,1.0,17,bucknell,0.036,16,0.25,4,21.8,378,0.575,9.5,58,430,0.519,223,31.6,234,8.3,0.307
19,James Nunnally,,7.0,8,1.0,,2,-7.0,0,-1.8,12.4,18,0.1,1,0.413,46,0.143,0.0,0.0,0.75,0.326,15,0.196,9,0.667,6,13,0,0,0,6-7,,165,United States of America,,-5.2,,0.7,1,-0.2,,,,0.022,0.4,0.543,0.457,0.152,0.043,0.087,0.174,11,6.1,nunnaja01,0,44,,SF,0,,17.5,,,0,,0,1.8,6,,TOT,0.543,25,0.32,0.4,8,1.0,6.4,19,0.44,12.3,7,21,0.333,7,0.714,15.1,-0.2,208,-0.1,-0.021,17.5,86,0.8,8,2.0,big-west,-1.6,16.7,151,1.1,0.544,383,0.47,180,0.256,98,0.796,78,31,31,6-7,1044,3.7,3.8,33,2.9,62,21.0,james-nunnally-1,495,457.0,Forward,1.2,21,california-santa-barbara,0.402,154,0.37,57,10.4,184,0.576,15.2,77,229,0.537,123,25.4,205,4.1,0.155
20,Otto Porter,,4.6,10,0.3,,1,-6.8,0,-1.4,13.3,36,0.3,1,0.385,91,0.367,0.273,0.364,0.611,0.363,33,0.132,12,0.667,8,37,0,0,0,6-8,,319,United States of America,,-5.4,,7.5,21,-0.4,,,,0.011,0.476,0.231,0.769,0.33,0.121,0.121,0.198,26,6.0,porteot01,0,78,,SF,0,4278000.0,14.7,,,0,,0,1.3,8,,WAS,0.231,21,0.19,0.1,4,0.75,10.4,57,0.405,12.7,14,70,0.414,29,0.655,15.6,-0.4,198,0.0,-0.006,18.5,84,3.0,28,13.3,big-east,6.1,20.9,177,3.0,0.541,350,0.48,168,0.449,157,0.777,122,31,30,6-8,1097,7.2,6.7,55,4.2,61,27.3,otto-porter-1,501,477,Forward,3.3,57,georgetown,0.291,102,0.422,43,13.9,232,0.59,10.0,47,248,0.504,125,24.1,205,7.1,0.26
21,Ben McLemore,,5.8,82,0.7,,18,-3.2,0,-1.3,9.5,182,0.9,34,0.446,679,0.336,0.393,0.216,0.604,0.376,255,0.211,143,0.804,115,82,55,5,1,6-3,,2187,United States of America,,-1.8,,2.7,53,-0.1,,,,0.066,0.269,0.437,0.563,0.202,0.041,0.109,0.212,201,7.7,mclembe01,0,720,,SG,0,2895960.0,16.6,,,0,,0,1.0,45,,SAC,0.437,297,0.32,0.425,95,0.947,6.1,235,0.485,11.5,96,382,0.419,160,0.619,16.9,-0.6,195,0.8,0.016,12.6,73,2.2,25,10.2,big-12,2.9,13.2,145,2.3,0.586,400,0.495,198,0.345,138,0.87,120,37,36,6-5,1191,7.3,5.0,47,4.2,69,23.2,ben-mclemore-1,589,530,Guard,1.8,37,kansas,0.435,174,0.42,73,9.4,192,0.633,14.2,77,226,0.553,125,23.2,195,6.5,0.217
22,Royce White,,0.0,0,0.0,,0,-10.4,0,-1.3,0.0,0,0.0,0,0.0,1,,0.0,,,0.0,0,0.0,0,,0,3,0,0,0,6-8,,9,United States of America,,-9.1,,0.0,0,0.0,,,,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2,-8.3,whitero03,0,0,,PF,0,1719480,14.0,,,0,,0,0.0,0,,SAC,0.0,0,,,0,,0.0,0,0.0,0.0,0,1,0.0,0,,4.9,0.0,270,0.0,-0.121,34.5,170,3.0,32,8.9,big-12,5.7,26.2,231,2.0,0.54,328,0.534,175,0.625,205,0.498,102,34,33,6-8,1072,3.1,9.4,85,2.1,89,22.8,royce-white-1,456,528,Forward,2.2,40,iowa-state,0.037,12,0.333,4,17.7,316,0.536,23.4,130,316,0.541,171,26.5,270,4.1,0.152
