,name,NBA_and_ones,NBA_assist_percentage,NBA_assists,NBA_block_percentage,NBA_blocking_fouls,NBA_blocks,NBA_box_plus_minus,NBA_center_percentage,NBA_defensive_box_plus_minus,NBA_defensive_rebound_percentage,NBA_defensive_rebounds,NBA_defensive_win_shares,NBA_dunks,NBA_effective_field_goal_percentage,NBA_field_goal_attempts,NBA_field_goal_perc_sixteen_foot_plus_two_pointers,NBA_field_goal_perc_ten_to_sixteen_feet,NBA_field_goal_perc_three_to_ten_feet,NBA_field_goal_perc_zero_to_three_feet,NBA_field_goal_percentage,NBA_field_goals,NBA_free_throw_attempt_rate,NBA_free_throw_attempts,NBA_free_throw_percentage,NBA_free_throws,NBA_games_played,NBA_games_started,NBA_half_court_heaves,NBA_half_court_heaves_made,NBA_height,NBA_lost_ball_turnovers,NBA_minutes_played,NBA_nationality,NBA_net_plus_minus,NBA_offensive_box_plus_minus,NBA_offensive_fouls,NBA_offensive_rebound_percentage,NBA_offensive_rebounds,NBA_offensive_win_shares,NBA_on_court_plus_minus,NBA_other_turnovers,NBA_passing_turnovers,NBA_percentage_field_goals_as_dunks,NBA_percentage_of_three_pointers_from_corner,NBA_percentage_shots_three_pointers,NBA_percentage_shots_two_pointers,NBA_percentage_sixteen_foot_plus_two_pointers,NBA_percentage_ten_to_sixteen_footers,NBA_percentage_three_to_ten_footers,NBA_percentage_zero_to_three_footers,NBA_personal_fouls,NBA_player_efficiency_rating,NBA_player_id,NBA_point_guard_percentage,NBA_points,NBA_points_generated_by_assists,NBA_position,NBA_power_forward_percentage,NBA_salary,NBA_shooting_distance,NBA_shooting_fouls,NBA_shooting_fouls_drawn,NBA_shooting_guard_percentage,NBA_shots_blocked,NBA_small_forward_percentage,NBA_steal_percentage,NBA_steals,NBA_take_fouls,NBA_team_abbreviation,NBA_three_point_attempt_rate,NBA_three_point_attempts,NBA_three_point_percentage,NBA_three_point_shot_percentage_from_corner,NBA_three_pointers,NBA_three_pointers_assisted_percentage,NBA_total_rebound_percentage,NBA_total_rebounds,NBA_true_shooting_percentage,NBA_turnover_percentage,NBA_turnovers,NBA_two_point_attempts,NBA_two_point_percentage,NBA_two_pointers,NBA_two_pointers_assisted_percentage,NBA_usage_percentage,NBA_value_over_replacement_player,NBA_weight,NBA_win_shares,NBA_win_shares_per_48_minutes,NCAAB_assist_percentage,NCAAB_assists,NCAAB_block_percentage,NCAAB_blocks,NCAAB_box_plus_minus,NCAAB_conference,NCAAB_defensive_box_plus_minus,NCAAB_defensive_rebound_percentage,NCAAB_defensive_rebounds,NCAAB_defensive_win_shares,NCAAB_effective_field_goal_percentage,NCAAB_field_goal_attempts,NCAAB_field_goal_percentage,NCAAB_field_goals,NCAAB_free_throw_attempt_rate,NCAAB_free_throw_attempts,NCAAB_free_throw_percentage,NCAAB_free_throws,NCAAB_games_played,NCAAB_games_started,NCAAB_height,NCAAB_minutes_played,NCAAB_offensive_box_plus_minus,NCAAB_offensive_rebound_percentage,NCAAB_offensive_rebounds,NCAAB_offensive_win_shares,NCAAB_personal_fouls,NCAAB_player_efficiency_rating,NCAAB_player_id,NCAAB_points,NCAAB_points_produced,NCAAB_position,NCAAB_steal_percentage,NCAAB_steals,NCAAB_team_abbreviation,NCAAB_three_point_attempt_rate,NCAAB_three_point_attempts,NCAAB_three_point_percentage,NCAAB_three_pointers,NCAAB_total_rebound_percentage,NCAAB_total_rebounds,NCAAB_true_shooting_percentage,NCAAB_turnover_percentage,NCAAB_turnovers,NCAAB_two_point_attempts,NCAAB_two_point_percentage,NCAAB_two_pointers,NCAAB_usage_percentage,NCAAB_weight,NCAAB_win_shares,NCAAB_win_shares_per_40_minutes
23,Arinze Onuaku,,13.5,3,0.0,,0,-8.4,0,-1.6,23.5,6,0.0,0,0.2,5,,,0.0,0.25,0.2,1,0.4,2,0.5,1,5,0,0,0,6-9,,30,United States of America,,-6.8,,7.6,2,0.0,,,,0.0,,0.0,1.0,0.0,0.0,0.2,0.8,3,3.8,onuakar01,0,3,,C,0,,2.0,,,0,,0,0.0,0,,TOT,0.0,0,,,0,,15.4,8,0.255,14.5,1,5,0.2,1,0.0,10.4,0.0,255,0.0,-0.044,5.1,20,5.2,35,,big-east,,13.3,97,1.5,0.668,229,0.668,153,0.306,70,0.429,30,32,31,6-9,728,,11.5,67,1.9,85,,arinze-onuaku-1,336,285.0,Center,2.2,29,syracuse,0.0,0,,0,12.5,164,0.641,14.1,43,229,0.668,153,20.2,261,3.4,0.186
24,James Southerland,,0.0,0,5.6,,2,-13.3,0,-5.2,31.5,8,0.0,1,0.433,15,0.0,0.0,0.5,,0.333,5,0.133,2,0.5,1,4,0,0,0,6-8,,30,United States of America,,-8.1,,0.0,0,-0.1,,,,0.067,0.167,0.4,0.6,0.267,0.067,0.267,0.0,3,11.8,southja01,0,14,,SF,0,,14.5,,,0,,0,1.7,1,,TOT,0.4,6,0.5,0.0,3,1.0,15.5,8,0.441,5.9,1,9,0.222,2,1.0,25.6,-0.1,215,0.0,-0.023,7.7,36,3.5,28,10.9,big-east,3.9,16.0,133,2.3,0.567,358,0.45,161,0.159,57,0.789,45,34,11,6-8,1003,7.0,4.9,44,3.2,79,22.8,james-southerland-1,451,381,Forward,3.0,49,syracuse,0.589,211,0.398,84,10.2,177,0.586,9.2,39,147,0.524,77,21.3,215,5.5,0.219
25,Jeff Withey,,5.6,26,6.1,,50,0.3,0,1.7,17.4,101,0.6,19,0.535,129,1.0,0.7,0.4,0.565,0.535,69,0.566,73,0.712,52,58,4,0,0,7-0,,684,United States of America,,-1.4,,8.2,49,1.2,,,,0.202,0.0,0.008,0.992,0.016,0.078,0.233,0.659,73,15.2,witheje01,0,190,,C,0,,3.8,,,0,,0,1.1,15,,NOP,0.008,1,0.0,,0,,12.7,150,0.59,11.0,20,128,0.539,69,0.826,12.0,0.4,231,1.8,0.128,6.2,35,13.7,146,12.6,big-12,9.9,22.3,236,3.2,0.583,318,0.582,185,0.604,192,0.714,137,37,36,7-0,1144,2.7,8.8,79,3.4,77,27.2,jeff-withey-1,508,467,Center,1.4,28,kansas,0.003,1,1.0,1,16.1,315,0.621,15.1,73,317,0.58,184,21.5,235,6.6,0.231
26,Lorenzo Brown,,27.5,41,1.1,,3,-6.8,0,-1.8,10.0,20,0.2,0,0.32,86,0.286,0.167,0.5,0.444,0.302,26,0.151,13,0.692,9,26,0,0,0,6-5,,224,United States of America,,-5.0,,3.7,8,-0.5,,,,0.0,0.267,0.349,0.651,0.081,0.07,0.186,0.314,19,8.2,brownlo01,0,64,,PG,0,,13.2,,,0,,0,2.8,13,,PHI,0.349,30,0.1,0.125,3,0.667,6.8,28,0.349,14.9,16,56,0.411,23,0.304,20.4,-0.3,189,-0.3,-0.068,36.7,239,1.6,19,5.8,acc,2.3,12.3,121,1.3,0.449,334,0.419,140,0.419,140,0.771,108,33,32,6-5,1129,3.5,2.4,22,2.3,65,19.9,lorenzo-brown-1,408,500,Guard,3.4,65,north-carolina-state,0.228,76,0.263,20,7.5,143,0.509,22.2,114,258,0.465,120,22.8,186,3.6,0.127
27,Michael Carter-Williams,,30.2,441,1.4,,43,-0.2,0,0.4,15.6,336,2.1,29,0.431,1054,0.374,0.364,0.345,0.553,0.405,427,0.348,367,0.703,258,70,70,1,0,6-5,,2414,United States of America,,-0.6,,4.3,101,-0.8,,,,0.029,0.087,0.197,0.803,0.132,0.083,0.248,0.34,213,15.5,cartemi01,0,1167,,PG,0,2200920.0,10.6,,,0,,0,2.6,130,,PHI,0.197,208,0.264,0.389,55,0.655,9.8,437,0.48,16.9,247,846,0.44,372,0.255,25.7,1.1,190,1.3,0.026,40.1,291,1.8,20,10.0,big-east,5.2,12.7,148,3.5,0.438,394,0.393,155,0.472,186,0.694,129,40,40,6-6,1409,4.7,4.0,51,2.7,92,20.9,michael-carter-williams-1,474,580,Guard,4.7,109,syracuse,0.302,119,0.294,35,8.2,199,0.491,22.2,138,275,0.436,120,22.2,185,6.1,0.174
28,Brandon Davies,,7.1,28,1.1,,8,-5.9,0,-0.6,13.9,71,0.4,8,0.43,128,0.222,0.25,0.379,0.576,0.422,54,0.414,53,0.642,34,51,0,0,0,6-10,,575,United States of America,,-5.3,,6.9,38,-0.3,,,,0.07,0.1,0.078,0.922,0.141,0.094,0.227,0.461,92,7.5,daviebr01,0,144,,PF,0,,7.5,,,0,,0,2.0,24,,PHI,0.078,10,0.2,0.0,2,1.0,10.2,109,0.476,18.8,35,118,0.441,52,0.731,13.7,-0.6,240,0.1,0.008,17.5,88,3.6,35,7.3,wcc,4.0,24.0,213,2.0,0.527,439,0.522,229,0.581,255,0.682,174,36,36,6-9,1054,3.3,7.7,74,3.5,111,27.5,brandon-davies-1,637,603,Forward,2.6,48,brigham-young,0.032,14,0.357,5,15.5,287,0.569,14.1,92,425,0.527,224,29.8,235,5.5,0.208
29,Adonis Thomas,,13.4,3.0,0.0,,0.0,-9.7,0,-5.7,9.2,3.0,0.0,0.0,0.464,14.0,0.4,,1.0,0.0,0.429,6.0,0.071,1.0,1.0,1.0,6.0,1.0,0.0,0.0,6-7,,37.0,United States of America,,-4.0,,0.0,0.0,0.0,,,,0.0,0.4,0.357,0.643,0.357,0.0,0.214,0.071,6.0,7.3,thomaad01,0,14.0,,,0,,17.6,,,0,,0,0.0,0.0,,TOT,0.357,5.0,0.2,0.0,1.0,1.0,4.6,3.0,0.485,6.5,1.0,9.0,0.556,5.0,0.2,18.5,-0.1,200,0.0,0.001,12.4,69,2.4,25,1.0,cusa,1.1,12.0,106,1.5,0.439,383,0.405,155,0.295,113,0.752,85,36,36,6-7,1056,-0.1,6.1,55,1.7,50,15.6,adonis-thomas-1,421,409,Forward,1.3,24,memphis,0.232,89,0.292,26,9.0,161,0.482,11.7,58,294,0.439,129,22.9,240,3.2,0.123
30,Hollis Thompson,,6.1,73,0.5,,12,-3.0,0,-1.2,11.2,174,0.6,13,0.55,372,0.41,0.444,0.25,0.634,0.46,171,0.196,73,0.712,52,77,41,1,0,6-8,,1742,United States of America,,-1.8,,4.4,73,1.4,,,,0.043,0.299,0.449,0.551,0.105,0.048,0.097,0.301,144,9.5,thompho01,0,461,,SG,0,,14.9,,,0,,0,1.5,53,,PHI,0.449,167,0.401,0.46,67,0.94,7.7,247,0.57,12.9,60,205,0.507,104,0.635,11.3,-0.4,206,2.0,0.055,10.5,49,1.7,15,6.0,big-east,2.0,16.5,139,1.9,0.551,334,0.464,155,0.243,81,0.679,55,33,33,6-8,1025,4.0,5.5,43,2.5,71,19.1,hollis-thompson-1,423,381,Forward,1.4,22,georgetown,0.404,135,0.43,58,11.2,182,0.568,12.9,55,199,0.487,97,22.5,212,4.5,0.174
31,Casper Ware,,13.7,10,0.0,,0,-3.6,0,-2.5,8.7,9,0.1,0,0.512,42,0.2,0.0,0.5,1.0,0.429,18,0.143,6,0.833,5,9,0,1,1,5-10,,116,United States of America,,-1.1,,0.0,0,0.1,,,,0.0,0.143,0.5,0.5,0.119,0.048,0.19,0.143,11,13.0,wareca01,0,48,,PG,0,,16.3,,,0,,0,3.3,8,,PHI,0.5,21,0.333,1.0,7,0.714,4.2,9,0.538,10.1,5,21,0.524,11,0.455,18.1,0.0,175,0.2,0.071,20.8,114,0.3,3,3.8,big-west,-1.0,7.4,69,1.7,0.501,471,0.401,189,0.318,150,0.793,119,34,33,5-10,1146,4.8,1.4,13,3.3,64,20.1,casper-ware-1,591,555.0,Guard,2.4,46,long-beach-state,0.561,264,0.356,94,4.4,82,0.545,13.0,81,207,0.459,95,27.7,175,5.0,0.174
32,Jorge Gutiérrez,,19.4,30,0.3,,1,-3.4,0,-0.8,9.3,19,0.2,0,0.491,54,0.429,0.5,0.143,0.737,0.463,25,0.222,12,0.75,9,15,2,0,0,6-3,,244,Mexico,,-2.6,,1.5,3,0.1,,,,0.0,0.667,0.222,0.778,0.259,0.037,0.13,0.352,37,8.7,gutiejo01,0,62,,PG,0,,11.9,,,0,,0,2.2,10,,BRK,0.222,12,0.25,0.125,3,1.0,5.4,22,0.523,19.1,14,42,0.524,22,0.773,14.1,-0.1,191,0.2,0.048,25.2,136,0.4,4,6.6,pac-12,3.4,16.9,141,2.1,0.479,354,0.444,157,0.342,121,0.744,90,33,33,6-3,1062,3.2,4.0,33,2.1,79,18.7,jorge-gutierrez-1,429,445.0,Guard,2.2,39,california,0.215,76,0.329,25,10.5,174,0.521,15.9,78,278,0.475,132,24.2,195,4.2,0.159
33,Mason Plumlee,,8.1,60,3.6,,55,2.4,0,1.9,19.6,209,1.7,116,0.659,302,0.0,0.0,0.333,0.759,0.659,199,0.646,195,0.626,122,70,22,2,0,6-11,,1275,United States of America,,0.5,,9.3,99,3.0,,,,0.404,0.0,0.01,0.99,0.003,0.013,0.189,0.785,171,19.0,plumlma01,0,520,,C,0,1298640.0,2.9,,,0,,0,2.0,49,,BRK,0.01,3,0.0,,0,,14.5,308,0.67,16.6,77,299,0.666,199,0.814,17.1,1.4,238,4.7,0.176,11.5,70,4.0,52,10.7,acc,5.7,25.1,260,2.6,0.599,369,0.599,221,0.688,254,0.681,173,36,36,6-10,1248,4.9,9.7,98,4.3,92,26.3,mason-plumlee-1,615,605,Forward,1.7,36,duke,0.0,0,,0,17.4,358,0.628,17.4,103,369,0.599,221,24.5,235,6.9,0.22
34,Anthony Bennett,,4.0,17,1.0,,8,-7.3,0,-1.5,18.4,106,0.7,18,0.384,225,0.277,0.25,0.2,0.606,0.356,80,0.307,69,0.638,44,52,0,0,0,6-8,,663,Canada,,-5.8,,8.1,49,-1.1,,,,0.098,0.208,0.236,0.764,0.289,0.071,0.111,0.293,93,6.9,bennean01,0,217,,PF,0,5324280,13.3,,,0,,0,1.6,21,,CLE,0.236,53,0.245,0.273,13,1.0,13.1,155,0.425,15.5,47,172,0.39,67,0.612,20.3,-0.9,245,-0.4,-0.028,8.8,34,4.6,43,8.5,mwc,3.2,24.0,199,2.2,0.58,379,0.533,202,0.467,177,0.701,124,35,31,6-8,950,5.3,10.3,86,3.5,80,28.3,anthony-bennett-1,564,488,Forward,1.5,24,nevada-las-vegas,0.253,96,0.375,36,17.1,285,0.609,12.3,65,283,0.587,166,27.5,240,5.7,0.238
35,Seth Curry,,0.0,0.0,0.0,,0.0,1.1,0,3.5,8.8,1.0,0.0,0.0,0.5,3.0,,,0.0,,0.333,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,6-2,,13.0,United States of America,,-2.4,,0.0,0.0,0.0,,,,0.0,0.0,0.333,0.667,0.0,0.0,0.667,0.0,0.0,13.8,curryse01,0,3.0,,SG,0,,8.0,,,0,,0,7.9,2.0,,TOT,0.333,1.0,1.0,,1.0,1.0,4.3,1.0,0.5,0.0,0.0,2.0,0.0,0.0,,10.3,0.0,185,0.0,0.131,9.7,54.0,0.5,6.0,8.8,acc,0.4,7.3,69.0,1.2,0.577,424.0,0.465,197.0,0.358,152.0,0.809,123.0,35.0,35.0,6-2,1130.0,8.4,2.2,20.0,4.5,60.0,22.7,seth-curry-1,612.0,531.0,Guard,1.6,30.0,duke,0.512,217.0,0.438,95.0,4.8,89.0,0.617,7.8,42.0,207.0,0.493,102.0,24.5,185,5.7,0.201
36,Matthew Dellavedova,,22.1,187,0.3,,5,-2.1,0,-1.7,8.5,94,0.7,0,0.508,296,0.469,0.355,0.404,0.667,0.412,122,0.162,48,0.792,38,72,4,2,0,6-3,,1271,Australia,,-0.5,,2.5,29,1.4,,,,0.0,0.31,0.524,0.476,0.108,0.105,0.176,0.091,121,10.7,dellama01,0,339,,PG,0,,17.8,,,0,,0,1.3,33,,CLE,0.524,155,0.368,0.458,57,0.93,5.4,123,0.534,15.9,60,141,0.461,65,0.477,13.2,0.0,200,2.1,0.078,34.1,223,0.3,4,7.2,wcc,0.2,9.9,95,1.4,0.506,421,0.404,170,0.354,149,0.852,127,35,35,6-4,1273,7.0,2.2,23,4.8,61,21.7,matthew-dellavedova-1,553,606,Guard,1.9,40,saint-marys-ca,0.534,225,0.382,86,5.9,118,0.562,16.8,99,196,0.429,84,24.2,190,6.2,0.196
37,Carrick Felix,,18.2,4.0,0.0,,0.0,-4.7,0,-3.5,15.1,5.0,0.0,2.0,0.571,14.0,0.0,0.0,,0.833,0.5,7.0,0.286,4.0,0.75,3.0,7.0,0.0,0.0,0.0,6-6,,38.0,United States of America,,-1.1,,2.9,1.0,0.0,,,,0.143,0.0,0.357,0.643,0.071,0.143,0.0,0.429,4.0,13.3,felixca01,0,19.0,,,0,,12.7,,,0,,0,0.0,0.0,,CLE,0.357,5.0,0.4,,2.0,1.0,8.9,6.0,0.603,20.2,4.0,9.0,0.556,5.0,1.0,23.2,0.0,201,0.0,0.057,9.6,57,3.2,39,6.6,pac-12,2.8,20.0,212,2.1,0.569,378,0.5,189,0.323,122,0.664,81,35,34,6-6,1235,3.8,7.1,73,3.0,105,21.5,carrick-felix-1,511,481,Guard,2.4,50,arizona-state,0.368,139,0.374,52,13.6,285,0.586,13.8,70,239,0.573,137,21.3,197,5.1,0.165
38,Scotty Hopson,,18.8,1.0,0.0,,0.0,-17.2,0,-4.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,,0.0,0.0,0.5,2.0,0.5,1.0,2.0,0.0,0.0,0.0,6-7,,7.0,United States of America,,-12.9,,0.0,0.0,-0.1,,,,0.0,0.0,0.5,0.5,0.25,0.0,0.25,0.0,0.0,-6.5,hopsosc01,0,1.0,,,0,,19.3,,,0,,0,7.4,1.0,,CLE,0.5,2.0,0.0,,0.0,,0.0,0.0,0.102,0.0,0.0,2.0,0.0,0.0,,31.1,0.0,204,-0.1,-0.412,10.7,41,0.6,5,2.8,sec,-0.7,9.6,79,0.9,0.516,416,0.452,188,0.373,155,0.735,114,32,32,6-7,937,3.5,3.3,28,2.1,63,19.6,scotty-hopson-1,543,466.0,Guard,1.7,26,tennessee,0.339,141,0.376,53,6.4,107,0.555,15.4,89,275,0.491,135,30.6,200,3.0,0.128
39,Cody Zeller,,10.4,92,2.3,,41,-1.3,0,1.8,18.8,235,2.2,41,0.426,404,0.273,0.368,0.296,0.571,0.426,172,0.495,200,0.73,146,82,3,0,0,7-0,,1416,United States of America,,-3.2,,9.4,118,0.4,,,,0.114,0.0,0.002,0.998,0.327,0.047,0.134,0.49,170,13.1,zelleco01,0,490,,C,0,3857040.0,8.4,,,0,,0,1.5,40,,CHA,0.002,1,0.0,,0,,14.1,353,0.498,15.0,87,403,0.427,172,0.651,18.9,0.2,240,2.6,0.09,9.5,47,4.4,45,11.3,big-ten,5.2,20.4,188,2.5,0.564,353,0.564,199,0.734,259,0.757,196,36,36,7-0,1062,6.1,12.3,101,4.8,80,29.8,cody-zeller-1,594,567,Forward,2.1,37,indiana,0.006,2,0.0,0,16.6,289,0.624,14.5,81,351,0.567,199,26.5,240,7.3,0.274
40,Solomon Hill,,7.9,12,0.7,,2,-2.3,0,1.0,15.2,32,0.4,0,0.513,40,0.0,1.0,0.5,0.556,0.425,17,0.175,7,0.857,6,28,0,0,0,6-6,,226,United States of America,,-3.3,,4.7,9,0.0,,,,0.0,0.522,0.575,0.425,0.025,0.075,0.1,0.225,19,7.6,hillso01,0,47,,SF,0,1246680.0,17.0,,,0,,0,1.1,5,,IND,0.575,23,0.304,0.25,7,0.714,10.2,41,0.545,23.2,13,17,0.588,10,0.4,11.3,0.0,225,0.4,0.08,16.8,95,1.8,20,9.3,pac-12,3.4,13.9,126,1.8,0.541,345,0.458,158,0.359,124,0.766,95,35,35,6-7,1154,5.9,6.6,61,3.3,76,20.1,solomon-hill-1,468,468,Forward,2.1,40,arizona,0.423,146,0.39,57,10.2,187,0.579,16.0,77,199,0.508,101,21.4,220,5.1,0.176
41,Victor Oladipo,,21.9,327,1.2,,37,-0.8,0,0.8,13.1,286,2.8,38,0.458,936,0.381,0.333,0.244,0.554,0.419,392,0.34,318,0.78,248,80,44,4,0,6-4,,2487,United States of America,,-1.6,,1.9,43,-1.4,,,,0.042,0.102,0.241,0.759,0.202,0.077,0.092,0.388,210,13.6,oladivi01,0,1106,,SG,0,4763760,12.4,,,0,,0,2.7,129,,ORL,0.241,226,0.327,0.304,74,0.73,7.5,329,0.514,19.2,256,710,0.448,318,0.236,24.4,0.7,210,1.3,0.026,15.2,74,2.8,28,17.0,big-ten,7.3,15.1,134,2.6,0.648,304,0.599,182,0.428,130,0.746,97,36,36,6-5,1021,9.7,11.8,93,4.2,89,28.9,victor-oladipo-1,491,478,Guard,4.6,78,indiana,0.224,68,0.441,30,13.5,227,0.671,18.5,83,236,0.644,152,22.2,214,6.7,0.264
42,Chris Babb,,3.3,3.0,0.0,,0.0,-4.4,0,-0.7,11.5,13.0,0.1,0.0,0.367,30.0,0.0,,,1.0,0.267,8.0,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,6-5,,132.0,United States of America,,-3.7,,3.3,4.0,-0.1,,,,0.0,0.222,0.9,0.1,0.033,0.0,0.0,0.067,13.0,3.7,babbch01,0,22.0,,,0,,23.5,,,0,,0,2.3,6.0,,BOS,0.9,27.0,0.222,0.167,6.0,1.0,7.3,17.0,0.367,9.1,3.0,3.0,0.667,2.0,1.0,11.1,-0.1,225,0.0,-0.008,11.7,74.0,0.8,8.0,6.8,big-12,1.9,10.3,93.0,1.0,0.546,237.0,0.409,97.0,0.232,55.0,0.745,41.0,33.0,33.0,6-5,1080.0,4.9,2.0,19.0,2.2,53.0,13.7,chris-babb-1,300.0,290.0,Guard,1.9,36.0,iowa-state,0.717,170.0,0.382,65.0,6.1,112.0,0.57,10.5,31.0,67.0,0.478,32.0,13.3,225,3.2,0.12
43,Vander Blue,,10.7,1,0.0,,0,-13.9,0,-3.1,23.4,3,0.0,0,0.5,4,,,0.667,,0.5,2,1.25,5,0.2,1,3,0,0,0,6-4,,15,United States of America,,-10.9,,0.0,0,-0.1,,,,0.0,0.0,0.25,0.75,0.0,0.0,0.75,0.0,1,0.5,blueva01,0,5,,SG,0,,8.0,,,0,,0,0.0,0,,BOS,0.25,1,0.0,,0,,11.4,3,0.403,24.4,2,3,0.667,2,0.0,24.3,0.0,200,-0.1,-0.214,12.8,62,0.0,0,3.9,big-east,0.1,10.3,90,1.1,0.504,403,0.454,183,0.315,127,0.756,96,34,34,6-4,1123,3.7,2.3,20,2.3,60,17.1,vander-blue-1,502,443,Guard,2.0,36,marquette,0.328,132,0.303,40,6.3,110,0.542,14.6,79,271,0.528,143,25.7,200,3.5,0.124
44,Kelly Olynyk,,13.1,109,1.5,,27,0.5,0,0.2,18.8,225,1.4,10,0.506,502,0.347,0.356,0.303,0.653,0.466,234,0.243,122,0.811,99,70,9,0,0,6-11,,1400,Canada,,0.3,,11.0,140,1.5,,,,0.02,0.096,0.227,0.773,0.149,0.09,0.131,0.402,227,15.2,olynyke01,0,607,,PF,0,1986360.0,11.0,,,0,,0,1.3,35,,BOS,0.227,114,0.351,0.364,40,0.975,14.8,365,0.546,16.0,106,388,0.5,194,0.686,21.0,0.9,240,2.9,0.101,15.1,55,5.1,36,13.4,wcc,4.7,22.6,158,1.9,0.642,342,0.629,215,0.497,170,0.776,132,32,27,7-0,845,8.7,11.8,77,4.7,72,36.2,kelly-olynyk-1,571,516,Forward,1.6,22,gonzaga,0.088,30,0.3,9,17.4,235,0.675,15.4,77,312,0.66,206,30.7,238,6.7,0.315
45,Phil Pressey,,30.8,241.0,0.3,,5.0,-4.4,0,-0.6,8.8,85.0,1.1,2.0,0.364,253.0,0.255,0.2,0.174,0.517,0.308,78.0,0.178,45.0,0.644,29.0,75.0,11.0,1.0,0.0,5-11,,1132.0,United States of America,,-3.7,,1.9,20.0,-1.0,,,,0.008,0.066,0.419,0.581,0.202,0.059,0.091,0.229,97.0,8.8,pressph01,0,213.0,,,0,,16.5,,,0,,0,3.1,68.0,,BOS,0.419,106.0,0.264,0.143,28.0,0.857,5.3,105.0,0.39,24.2,87.0,147.0,0.34,50.0,0.18,14.1,-0.7,175,0.1,0.005,37.8,240,0.2,2,4.5,sec,1.5,8.6,86,1.5,0.437,375,0.376,141,0.272,102,0.735,75,34,34,5-11,1151,3.1,2.6,26,1.9,64,16.6,phil-pressey-1,403,489,Guard,3.1,61,missouri,0.379,142,0.324,46,5.7,112,0.476,22.1,120,233,0.408,95,23.2,175,3.4,0.117
46,Jamaal Franklin,,5.4,6.0,1.0,,2.0,-5.4,0,-0.2,14.0,19.0,0.2,1.0,0.474,39.0,0.364,0.0,0.0,0.583,0.41,16.0,0.051,2.0,1.0,2.0,21.0,0.0,0.0,0.0,6-5,,161.0,United States of America,,-5.1,,2.9,4.0,-0.2,,,,0.026,0.182,0.282,0.718,0.282,0.077,0.051,0.308,23.0,4.7,frankja01,0,39.0,,,0,,14.3,,,0,,0,1.3,4.0,,MEM,0.282,11.0,0.455,1.0,5.0,1.0,8.5,23.0,0.489,21.6,11.0,28.0,0.393,11.0,0.636,14.6,-0.1,191,0.0,-0.002,21.6,105,2.6,26,9.6,mwc,5.2,28.8,248,2.8,0.461,401,0.411,165,0.546,219,0.781,171,32,32,6-5,1058,4.4,6.2,56,2.5,83,24.8,jamaal-franklin-1,541,544,Guard,2.9,51,san-diego-state,0.367,147,0.272,40,17.3,304,0.536,17.9,110,254,0.492,125,29.9,205,5.3,0.202
47,Nate Wolters,,23.3,187.0,0.9,,15.0,-3.4,0,-2.1,10.5,116.0,0.2,0.0,0.46,389.0,0.373,0.429,0.306,0.615,0.437,170.0,0.231,90.0,0.656,59.0,58.0,31.0,0.0,0.0,6-4,,1309.0,United States of America,,-1.4,,2.8,33.0,0.9,,,,0.0,0.145,0.159,0.841,0.131,0.144,0.219,0.347,67.0,12.7,woltena01,0,417.0,,PG,0,,10.2,,,0,,0,1.4,35.0,,MIL,0.159,62.0,0.29,0.444,18.0,0.778,6.5,149.0,0.486,11.7,57.0,327.0,0.465,152.0,0.342,16.8,-0.5,190,1.2,0.043,34.3,193,0.4,4,9.0,summit,-0.3,15.4,148,1.6,0.549,499,0.485,242,0.461,230,0.813,187,33,33,6-4,1256,9.3,3.7,36,7.0,51,32.0,nate-wolters-1,735,750,Guard,2.8,57,south-dakota-state,0.339,169,0.379,64,9.5,184,0.604,11.2,77,330,0.539,178,29.8,193,8.5,0.272
48,Trey Burke,,29.4,396,0.2,,6,-2.5,0,-3.0,9.0,171,0.0,1,0.442,897,0.419,0.318,0.342,0.511,0.38,341,0.126,113,0.903,102,70,68,3,0,6-0,,2262,United States of America,,0.5,,1.8,37,1.0,,,,0.001,0.11,0.375,0.625,0.261,0.095,0.124,0.146,145,12.6,burketr01,0,895,,PG,0,2438760.0,16.8,,,0,,0,1.0,42,,UTA,0.375,336,0.33,0.405,111,0.847,5.3,208,0.473,12.2,131,561,0.41,230,0.27,21.8,-0.3,175,0.9,0.02,37.3,260,1.5,20,12.2,big-ten,2.3,9.6,103,1.8,0.53,560,0.463,259,0.296,166,0.801,133,39,39,6-0,1378,9.9,1.9,21,6.7,73,28.7,trey-burke-1,727,776,Guard,2.8,62,michigan,0.354,198,0.384,76,5.7,124,0.569,11.9,86,362,0.506,183,28.3,190,8.6,0.249
